tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,player,religiousness,expenditure,school,persons,games,f_other,hammer,n_other,beauty
Anterior,AMNH99.1/100,0.9987318434974364,12,37.5591283,6.89761633,0.5,Homo sapiens,Alaska,Abel Aguilar,3,6384.911133,Sunol Glen Unified,1,2,9,G,13,0.2899157
Posterior,AMNH99.1/100,0.5715927722625973,12,37.5591283,6.89761633,0.5,Homo sapiens,Alaska,Jérôme Boateng,4,5099.380859,Manzanita Elementary,1,1,9,G,13,-0.7377322
Premolar,AMNH99.1/100,1.1403175417410776,8,37.5591283,6.89761633,0.5,Homo sapiens,Alaska,Franck Tabanou,1,5501.95459,Thermalito Union Elementary,1,1,4,wood,6,-0.5719836
Anterior,AMNH99.1/101,1.2007063578271406,9,39.0329661,7.2151844,0.25,Homo sapiens,Alaska,Joel Matip,5,7101.831055,Golden Feather Union Elementary,2,1,7,G,10,-0.6779634
Posterior,AMNH99.1/101,0.2822009599830494,7,39.0329661,7.2151844,0.25,Homo sapiens,Alaska, Pedro León,2,5235.987793,Palermo Union Elementary,1,11,3,L,5,1.509794
Premolar,AMNH99.1/101,0.4883074289684371,6,39.0329661,7.2151844,0.25,Homo sapiens,Alaska,Thomas Müller,2,5580.146973,Burrel Union Elementary,4,4,3,Q,5,0.5885687
Anterior,AMNH99.1/102,0.9425476591244305,12,34.8934044,5.70308472,0.25,Homo sapiens,Alaska,Robin Knoche,2,5253.331055,Holt Union Elementary,3,2,3,Q,5,-0.126001
Posterior,AMNH99.1/102,0.8014864328614735,12,34.8934044,5.70308472,0.25,Homo sapiens,Alaska,Jonathan Schmid,2,4565.746094,Vineland Elementary,4,1,7,wood,10,-0.2581899
Premolar,AMNH99.1/102,0.8966028332176236,8,34.8934044,5.70308472,0.25,Homo sapiens,Alaska,Gary Caldwell,4,5355.54834,Orange Center Elementary,3,2,4,G,6,0.1496926
Anterior,AMNH99.1/103,0.6309735887026315,12,29.6004044,5.18766442,0.5,Homo sapiens,Alaska,Peniel Mlapa,4,5036.211426,Del Paso Heights Elementary,1,1,3,L,5,0.540917
Posterior,AMNH99.1/103,1.1812769816660977,12,29.6004044,5.18766442,0.5,Homo sapiens,Alaska,Tobias Steffen,2,4547.692383,Le Grand Union Elementary,4,1,3,wood,5,0.2316134
Premolar,AMNH99.1/103,1.149002220724672,8,29.6004044,5.18766442,0.5,Homo sapiens,Alaska,Martin Stranzl,4,5447.345215,West Fresno Elementary,3,2,7,G,10,-0.0666737
Anterior,AMNH99.1/104,0.9229140479393989,12,44.0440145,8.29624584,0.25,Homo sapiens,Alaska, Bodipo,5,6567.149414,Allensworth Elementary,3,1,9,G,13,0.2168924
Posterior,AMNH99.1/104,1.2600034147769086,12,44.0440145,8.29624584,0.25,Homo sapiens,Alaska,Stilian Petrov,2,4818.612793,Sunnyside Union Elementary,3,1,4,G,6,-0.2586962
Premolar,AMNH99.1/104,1.0504421688333965,8,44.0440145,8.29624584,0.25,Homo sapiens,Alaska,Andrey Arshavin,4,5621.456055,Woodville Elementary,1,4,7,G,10,0.5502878
Anterior,AMNH99.1/105,0.6289887659059068,12,32.5480799,5.81978104,0.75,Homo sapiens,Alaska,Abdou Dampha,1,6026.359863,Pixley Union Elementary,1,1,3,G,5,-0.0620358
Posterior,AMNH99.1/105,1.0190718991761856,12,32.5480799,5.81978104,0.75,Homo sapiens,Alaska,Adam Johnson,2,6723.237793,Lost Hills Union Elementary,4,1,3,G,5,-0.9823852
Premolar,AMNH99.1/105,0.5973543481859376,8,32.5480799,5.81978104,0.75,Homo sapiens,Alaska,Gary Gardner,3,5589.885254,Buttonwillow Union Elementary,3,1,4,G,6,-0.054344
Anterior,AMNH99.1/107,1.180975956868492,8,56.1166683,10.2682079,0.5,Homo sapiens,Alaska,Tomáš Rosický,2,5064.615723,Lennox Elementary,2,3,3,G,5,-0.0680143
Posterior,AMNH99.1/107,0.8860808848587393,10,56.1166683,10.2682079,0.5,Homo sapiens,Alaska, Juanfran,2,5433.593262,Lamont Elementary,3,1,7,G,10,0.0294137
Premolar,AMNH99.1/107,0.8432188485773227,7,56.1166683,10.2682079,0.5,Homo sapiens,Alaska,Phil Jagielka,2,5725.563477,Westmorland Union Elementary,4,22,3,G,5,0.2394859
Anterior,AMNH99.1/109,0.6856450492017481,12,43.749247,8.23260632,0.75,Homo sapiens,Alaska,Fabian Giefer,2,4542.10498,Pleasant View Elementary,4,1,9,G,13,-0.8487269
Posterior,AMNH99.1/109,1.2902751287974026,10,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Bueno,4,5107.086426,Wasco Union Elementary,2,1,3,G,5,-0.7330914
Premolar,AMNH99.1/109,0.8528539697155142,8,43.749247,8.23260632,0.75,Homo sapiens,Alaska, Agirretxe,3,4659.661621,Alta Vista Elementary,2,10,7,L,10,-0.1111221
Anterior,AMNH99.1/110,0.7658829980888384,5,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,Piotr Trochowski,2,4555.464355,Livingston Union Elementary,3,1,7,G,10,1.775517
Posterior,AMNH99.1/110,0.7900858104129327,6,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,Eden Hazard,2,5415.152832,Woodlake Union Elementary,2,2,4,wood,6,-0.3218485
Premolar,AMNH99.1/110,1.0710255855598438,4,41.9806416,7.85088419,0.75,Homo sapiens,Alaska,André Schürrle,4,4997.871582,Alisal Union Elementary,4,1,9,G,13,0.2116939
Anterior,AMNH99.1/111,1.0180215325935795,12,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Jon Walters,5,5223.912109,Arvin Union Elementary,2,14,7,G,10,-0.717645
Posterior,AMNH99.1/111,1.0330425546281052,12,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Beg Ferati,3,5139.164551,Terra Bella Union Elementary,1,5,4,G,6,-0.7326927
Premolar,AMNH99.1/111,1.0387882613979644,8,42.2754092,7.9144902,0.5,Homo sapiens,Alaska,Shola Ameobi,3,4614.251953,Tipton Elementary,4,1,7,wood,10,0.4081676
Anterior,AMNH99.1/112,1.5822256374230335,12,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Darron Gibson,4,5342.233398,San Ysidro Elementary,1,7,3,G,5,-0.0102077
Posterior,AMNH99.1/112,0.772843515121066,11,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Janek Sternberg,3,5347.458496,Soledad Unified,3,2,4,L,6,-0.923957
Premolar,AMNH99.1/112,0.7392277561860771,8,43.749247,8.23260632,0.25,Homo sapiens,Alaska,Niklas Lomb,4,5036.458984,Mountain View Elementary,4,2,4,L,6,0.5766805
Anterior,AMNH99.1/160,0.6434479315387671,4,55.0,15.0,0.25,Homo sapiens,Alaska, Cristiano Ronaldo,5,5117.141602,King City Union Elementary,4,10,3,G,5,-0.0836015
Posterior,AMNH99.1/160,1.0976031090303806,5,55.0,15.0,0.25,Homo sapiens,Alaska,Zoltán Gera,1,5117.039551,Ontario-Montclair Elementary,1,1,3,G,5,-1.079558
Premolar,AMNH99.1/160,1.260553287394264,4,55.0,15.0,0.25,Homo sapiens,Alaska, Nélson,4,5272.191895,Los Nietos Elementary,2,3,3,G,5,1.040902
Anterior,AMNH99.1/59,0.8657446910129517,12,48.8,10.5,0.25,Homo sapiens,Alaska,Fabien Camus,3,5225.719238,Winton Elementary,2,9,3,G,5,-1.052108
Posterior,AMNH99.1/59,0.6350672369732819,6,48.8,10.5,0.25,Homo sapiens,Alaska,Wesley Hoolahan,4,6516.533203,Raisin City Elementary,4,3,4,G,6,-0.7277681
Premolar,AMNH99.1/59,0.6400464223941884,8,48.8,10.5,0.25,Homo sapiens,Alaska,William Gallas,1,4559.176758,Ravenswood City Elementary,3,1,4,G,6,-0.3953965
Anterior,AMNH99.1/59-B,1.1085979090936517,6,40.0,10.0,0.25,Homo sapiens,Alaska, Ryan Mendes,3,5119.158203,Richland-Lerdo Union Elementary,4,2,7,G,10,0.9333959
Posterior,AMNH99.1/59-B,1.1380314350308263,6,40.0,10.0,0.25,Homo sapiens,Alaska,Matthias Ostrzolek,5,5338.185547,Oxnard Elementary,1,1,7,G,10,-0.2377786
Premolar,AMNH99.1/59-B,1.0744704836697991,4,40.0,10.0,0.25,Homo sapiens,Alaska,Liam Ridgewell,5,5090.044922,El Nido Elementary,4,3,7,G,10,0.274908
Anterior,AMNH99.1/60,0.6905431001387121,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Javier Pinola,5,5485.496094,Fairfax Elementary,3,1,7,G,10,1.970023
Posterior,AMNH99.1/60,0.975684791225076,6,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Florent Malouda,2,4793.370117,Delano Union Elementary,4,3,4,G,6,1.05095
Premolar,AMNH99.1/60,0.9390044459688773,4,37.8538959,6.96111299,0.5,Homo sapiens,Alaska,Claudio Pizarro,5,5092.91748,Perris Elementary,4,1,3,G,5,0.2418185
Anterior,AMNH99.1/61,0.9714052324094634,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Vegar Hedenstad,3,4359.520996,Valle Lindo Elementary,1,1,3,G,5,1.349395
Posterior,AMNH99.1/61,1.1787455974418117,12,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Sebastian Larsson,4,5645.495605,Alum Rock Union Elementary,2,21,7,G,10,0.1115635
Premolar,AMNH99.1/61,0.9729639065306811,8,34.3166852,6.19980411,0.75,Homo sapiens,Alaska,Hajime Hosogai,2,4518.016113,Edison Elementary,1,1,7,G,10,-0.2577254
Anterior,AMNH99.1/64,1.117593892559515,12,43.1468959,7.47240717,0.25,Homo sapiens,Alaska,David Fox,4,5864.366211,Bakersfield City Elementary,2,1,7,G,10,-0.6562689
Posterior,AMNH99.1/64,0.9234058822249648,10,43.1468959,7.47240717,0.25,Homo sapiens,Alaska,Roque Santa Cruz,2,5257.996582,Franklin-McKinley Elementary,2,2,3,G,5,-0.6563948
Premolar,AMNH99.1/64,0.9937773011257378,8,43.1468959,7.47240717,0.25,Homo sapiens,Alaska, Isma López,5,5016.692383,Hawthorne Elementary,2,1,3,G,5,0.7244775
Anterior,AMNH99.1/72,1.1024658904985591,12,46.1073874,8.74186019,0.75,Homo sapiens,Alaska, Thiago,2,4720.086426,Chowchilla Elementary,2,2,7,G,10,0.6318343
Posterior,AMNH99.1/72,0.43907980941636493,11,46.1073874,8.74186019,0.75,Homo sapiens,Alaska,Massimo Luongo,5,5470.5625,Salinas City Elementary,4,2,4,G,6,1.070944
