rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof
316,no,30,female,more,2.542629726964282,1.3642101882484794,upper,yes,yes,329,416,23
416,no,49,male,more,0.7886431686521035,1.5281505870669994,lower,yes,yes,144,35,58
427,no,73,female,more,2.072674880823036,0.45929535681370504,upper,yes,yes,200,182,38
365,no,69,male,more,2.2926044359525837,1.0486345130463672,lower,yes,yes,64,478,16
287,no,40,female,more,0.41359417875983495,1.6524799913721,upper,yes,yes,115,365,70
98,no,49,male,more,1.8452644556974707,1.9499860143680565,upper,yes,yes,79,40,36
95,no,63,female,more,1.3241370060821895,1.0449072824457106,upper,yes,no,100,302,55
403,no,64,female,more,1.1516149477818396,1.6108565819072322,upper,yes,no,51,349,9
15,no,41,female,more,1.406728680737843,0.8833255857957616,upper,yes,yes,196,262,61
115,no,41,female,more,1.4656847661139654,1.132026784109125,upper,yes,yes,314,222,57
50,yes,49,male,more,0.5041851688693251,2.3747326687716024,upper,no,yes,19,272,91
417,no,62,male,more,2.060785673801626,1.5443587730444999,lower,yes,yes,175,244,60
317,no,68,male,more,2.3836445185785826,1.0265800907444738,lower,yes,yes,119,488,67
240,no,52,male,more,2.0505358881128792,1.7155556547274888,lower,yes,yes,200,25,90
314,yes,65,male,single,3.2290559951562656,1.025822012257201,lower,yes,no,151,399,18
282,no,66,male,more,1.711641999984154,0.4471155647437022,upper,yes,yes,283,247,7
427,no,46,male,more,1.7855416126465293,1.0683476225285422,upper,yes,yes,133,351,18
213,no,35,male,more,2.291750770866427,0.9740983823630017,upper,yes,yes,192,56,82
416,no,38,female,more,3.2209841823135346,1.8793756157126689,upper,yes,yes,301,141,65
438,no,52,male,more,0.42284714094753895,1.1215702535726457,upper,yes,yes,197,242,8
439,no,51,female,more,2.5478069506750027,1.3654913807988345,upper,yes,yes,362,363,58
263,yes,56,male,more,0.35058119627441764,1.8530713971861972,upper,yes,yes,357,275,12
295,no,62,male,more,1.8188628869714147,1.7600957271793454,lower,no,yes,149,573,92
385,no,43,male,more,1.577645455146047,1.6035846157377158,lower,yes,yes,60,442,32
289,no,36,female,more,1.655319790945927,0.9665156738173788,upper,yes,no,286,568,22
104,no,32,male,more,1.4302286916940354,2.2362303692113406,lower,yes,yes,291,509,82
113,no,52,female,more,1.6314418693086898,1.457970251350317,upper,yes,no,235,415,28
428,no,37,male,more,1.8269555360930965,1.4837747125338123,lower,yes,yes,159,501,25
430,no,37,male,more,2.2360855243223003,1.6360449532898922,upper,yes,yes,280,310,46
68,no,42,female,more,0.4976080666406837,1.616616021684013,upper,yes,yes,192,575,72
147,no,64,male,more,1.2963128317881645,0.19811280058415104,upper,yes,yes,45,87,40
417,no,68,male,more,1.4271860059743637,1.341696880741741,upper,yes,yes,51,188,33
335,yes,29,female,more,1.7177696722230107,1.548305106406462,upper,no,yes,303,145,86
325,yes,69,female,more,2.291495849349449,2.324972467783081,upper,yes,yes,124,264,91
120,no,65,male,more,2.041896598127819,1.1779608231157128,upper,yes,yes,236,550,38
459,no,69,female,more,1.0924765219669448,0.7018124794306181,upper,yes,yes,214,279,29
98,no,58,female,more,2.2967451692627403,0.6043529435296282,lower,yes,no,254,330,52
190,no,60,male,more,2.5852528047611534,1.7400589730999578,upper,no,yes,144,88,29
211,no,58,female,more,2.8310717912985908,0.7399793470700854,upper,yes,no,324,318,48
430,no,57,female,more,2.010132478491192,1.123539952572089,upper,yes,no,70,64,38
359,no,43,male,more,1.471698994530079,1.5266241622410577,lower,yes,yes,357,391,82
130,no,43,female,more,1.4618572015615827,2.166243279386271,upper,yes,no,50,468,63
128,yes,37,female,more,1.938445438787976,1.0210308780671526,lower,yes,yes,48,212,37
338,no,61,male,more,3.0159693376858163,-0.16634332550885444,upper,yes,no,56,430,54
39,yes,67,female,more,1.991309957496548,1.7889329567284764,lower,yes,yes,203,343,22
145,no,34,female,more,0.16269372430493978,1.7056711970051,upper,yes,yes,87,187,22
418,no,39,male,single,1.5661691225665932,1.0763295802324078,lower,yes,yes,295,313,58
260,no,32,male,more,1.6624138779763797,1.8473204703277637,upper,yes,yes,303,448,27
311,yes,46,female,more,0.9581374102128815,1.7170056570230514,lower,yes,yes,58,233,9
235,no,60,female,more,2.4970543774165987,1.2544182826592731,upper,yes,yes,380,449,41
37,no,51,female,more,0.824866409052296,1.4934195437427482,upper,yes,yes,189,131,73
453,no,68,male,more,3.00045441643859,1.117127293396712,upper,yes,yes,322,439,46
331,no,53,male,more,1.7252029413388705,1.5222665399207282,upper,yes,no,310,32,38
40,no,67,female,more,1.703560775269312,1.7957183099711669,upper,yes,no,137,72,82
182,no,48,male,more,0.6582447323166523,2.154488292581967,lower,yes,yes,93,559,86
11,no,73,female,more,1.4069987726497326,1.3910042785460563,upper,yes,no,71,258,52
33,no,70,male,more,0.6214088875592023,1.5385718940937667,upper,yes,yes,71,19,43
73,no,67,male,more,2.1949996548712645,1.2575224307896637,lower,yes,yes,41,206,45
111,yes,32,female,more,1.2754593431809094,2.58274341819128,lower,yes,yes,134,554,85
429,no,66,male,more,2.4222542818747304,1.3705603183773414,upper,yes,yes,96,138,21
93,no,45,male,more,1.586557437468282,1.5555541893820999,upper,no,yes,165,96,67
157,yes,59,female,more,0.8481061318469906,1.8459237397455766,upper,yes,yes,63,311,22
133,no,53,male,more,-0.4233147878755972,1.6393140488618847,upper,yes,yes,6,25,67
267,no,46,female,more,1.3437181235734939,2.2809444729925765,upper,yes,yes,287,432,17
444,no,73,female,more,2.25850201952244,1.126601959348143,upper,yes,yes,45,120,23
424,no,32,male,more,2.6362761351698745,1.5328377093574304,lower,yes,yes,370,125,8
337,no,65,female,more,1.676261132849036,0.8831382944785838,lower,yes,yes,199,13,56
396,no,62,female,more,2.183900297137555,0.9983741205863057,upper,no,yes,250,352,65
84,no,53,male,more,0.8198631405566411,1.109787406573546,lower,yes,yes,163,414,85
388,no,55,male,more,1.2962640862599621,1.9687990416330152,lower,yes,yes,181,280,59
99,no,60,female,more,1.3217896222362595,1.1568879856406526,upper,no,yes,152,185,20
167,yes,54,female,more,2.5166817425697725,1.8147368838533902,lower,yes,yes,376,240,94
171,no,71,male,more,2.1481830057881472,0.9077992664398369,upper,yes,yes,343,98,41
181,no,34,male,more,2.4209203526269087,1.0500277755759337,lower,yes,no,150,63,69
91,no,71,male,more,1.5892512604809472,2.14968361023897,upper,yes,yes,92,92,62
279,no,64,male,more,1.0571390831355543,1.9049725738142158,upper,yes,yes,212,106,46
340,no,71,male,single,2.384246571524688,0.8990084913641524,lower,yes,no,233,118,14
187,no,37,male,more,2.10677352224686,0.86413789588474,lower,yes,yes,59,108,10
389,no,40,male,more,2.7172823069988326,0.5634308525048464,upper,yes,yes,58,169,37
99,no,55,male,more,1.0670301068966939,1.3733190589503694,upper,yes,yes,371,329,32
227,no,29,male,more,1.2223620517762557,0.20567042194222096,lower,yes,yes,176,127,62
448,no,47,male,more,1.8255688489126864,2.4733174008564607,upper,yes,yes,351,373,40
244,no,70,male,more,2.489611246929793,1.6452397935118224,lower,yes,yes,262,120,61
222,no,73,female,more,1.286919715215575,1.005320753011616,lower,yes,yes,305,303,49
186,no,48,female,more,0.9959905065514085,1.2163153915439568,upper,yes,yes,170,238,82
