chimpanzee,age,sex,hammer,nuts_opened,seconds,help
4,15,m,G,13,95.83886350303935,N
5,16,m,G,7,50.85572854335901,N
13,15,m,G,32,63.050422789174704,N
13,8,f,G,77,77.34867202540815,N
10,10,m,G,48,84.95016718862468,N
7,10,m,G,32,49.95124229517752,N
14,11,m,G,14,67.47551508675578,N
14,6,m,G,7,77.55841045336271,N
7,9,m,L,32,82.1794103849251,N
2,4,f,wood,49,71.419220254118,N
15,8,m,G,64,97.43415319786975,y
20,15,m,G,34,76.30552363129412,N
11,12,m,G,19,95.90456277321309,N
17,9,m,wood,19,37.79000284263515,N
16,3,f,G,27,46.85141347415998,N
8,8,m,G,72,56.763849421402625,N
12,14,f,G,7,91.68219180227771,N
10,12,m,G,43,78.49464954699233,N
11,3,m,G,8,81.22853725256334,N
12,13,f,L,13,62.85800539396702,N
10,12,m,G,34,70.82528121639224,N
15,10,m,G,49,73.41542855380861,N
18,7,m,G,1,95.70774802269142,y
13,11,m,G,60,54.7579630951654,N
1,13,m,G,22,52.399967699795795,N
20,4,f,G,67,73.50371766216726,N
8,5,m,G,43,45.254732765018616,N
1,8,m,G,4,61.14521006608294,N
12,4,m,G,36,65.79976657308812,N
10,13,f,G,8,63.81932618452884,N
2,6,f,G,72,45.57909255494035,N
14,7,m,G,52,67.2026378432344,N
1,4,f,G,24,88.17473327725276,N
2,7,m,G,76,71.35111739724871,y
20,4,m,L,16,85.41901812529102,N
19,9,f,G,57,65.3756763413076,N
6,6,f,wood,45,34.07996494567456,N
8,9,m,G,8,46.39811880158959,y
11,11,m,Q,57,86.91840950972349,N
17,9,m,G,36,82.25936136605661,N
8,8,m,G,57,94.82125857156794,N
4,15,f,G,0,56.72339592794107,N
7,6,m,G,54,60.25584005418037,N
11,8,f,G,16,61.4681482438133,y
21,15,m,G,32,21.17343119631198,N
10,3,m,G,63,78.00836120582937,N
4,4,m,G,19,74.43302342040579,N
3,13,m,G,7,86.99208908621785,N
8,5,m,G,48,79.43629542479607,N
12,12,m,G,66,0.35159724373257006,N
16,4,m,G,58,90.00242220659514,N
3,5,m,G,65,52.6320977822944,N
18,15,m,G,76,49.49700650812362,y
17,10,f,wood,56,57.23391630545541,N
5,15,m,G,63,59.38132819803296,N
16,11,m,G,41,73.9522240259134,N
15,8,m,G,38,93.82605589948002,N
12,5,m,G,34,95.31545398221863,N
5,11,m,G,47,38.73775376266168,N
7,13,m,G,38,37.80324352205873,N
5,4,f,G,11,26.69018774718336,y
20,12,m,G,10,51.465791829411785,N
15,4,m,Q,48,83.19423191386686,N
2,6,m,G,22,103.20876149161535,y
14,5,f,G,67,84.3378904943573,y
4,3,m,G,64,44.77594247507774,y
14,15,f,G,45,67.09861388272469,N
18,12,m,G,27,63.44353919279515,N
12,10,m,G,60,29.881004688843,y
3,7,m,G,74,87.48932240334715,N
20,6,m,G,6,56.96086910851246,N
20,4,f,G,66,86.72991942615313,N
2,10,m,G,43,21.6299723882128,N
11,8,m,G,48,53.48740722901965,N
9,9,m,G,21,43.986727257224345,N
22,6,m,G,27,70.48683989748814,N
2,6,m,G,76,113.51950014245773,N
15,16,f,G,13,62.68601690721198,N
2,5,f,G,6,72.7915868909871,N
2,11,m,G,72,58.29079381875538,N
15,5,m,G,16,61.06681151094933,N
8,3,m,G,14,43.48624749531537,N
8,16,m,L,72,77.04495312373346,N
17,10,m,wood,14,67.53920077563289,N
