Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
258,0.150734022191449,0,1.426323549993002,1,0.9314545873391507,1,6,1,0.4690347607145813,1,0.8626444599218694,0,0
2215,1.0123775504627341,1,1.5366766529912925,0,0.7209281587402991,4,5,1,0.4746349688203356,0,1.304286912668295,0,1
2008,0.6903547017147036,1,1.464327153059409,1,0.6199083785370323,4,1,0,0.3912096425103663,0,0.8906473959391014,1,0
1337,0.3333408001127149,1,1.5955153871784733,0,0.7278044150262406,4,4,1,0.5568687777338338,1,1.1901082292678131,1,0
1904,-0.22371300118420923,0,1.4818155471527,0,0.17792817960895624,2,1,0,0.503448337860375,1,0.9699692043540363,1,1
1094,0.6071483170505164,1,1.5115015652245252,1,0.7687983099262052,4,1,1,0.34099501846478614,0,0.7750498148751561,0,1
1733,0.08655490244551828,0,1.3459053526109261,0,0.7093552393290945,2,6,0,0.5579593236222579,0,0.7195849045200653,1,0
620,0.15913635781760416,0,1.558866070036146,0,0.17657483406701396,4,4,0,0.3954970575519599,1,0.9775566507887679,1,0
1092,-0.18257517113096988,0,1.6678092483426326,0,0.8078517049731944,2,4,0,0.5998982952210008,0,0.9794533636525522,1,0
582,1.1148950222604377,0,1.3943694417412957,1,1.255556536040127,4,4,0,0.5399956817026793,0,1.0371200253889927,1,0
563,0.4690142017493644,0,1.2997222434892164,1,0.8053782697746111,1,4,0,0.3934331765025643,0,0.7886995820084002,0,1
1523,0.16926245764263514,0,1.4612675038070966,0,0.5645613731133743,3,2,1,0.45461614912384607,0,0.8927082243439696,1,1
2197,0.32007233586411776,1,1.5396252177737555,0,1.255211112454261,4,6,1,0.47091389134019207,1,0.9460682653238194,0,1
1847,0.485150825446576,1,1.6626516233206787,1,0.07241309831454673,2,5,1,0.24109033375960687,1,1.3841965550962851,0,0
612,0.5910435838281681,0,1.4063233957015906,0,0.17276930160982656,1,4,1,0.4269324255924363,0,0.6033774095718638,1,0
1485,0.4981312735753391,1,1.4713954842057324,1,0.5188278098096069,2,5,1,0.4842046533773562,1,1.1116072163845958,1,0
750,0.23709839199849425,1,1.5518149304736424,0,0.3569775511617389,3,4,1,0.3575825518932656,1,1.0885060502565873,0,0
897,0.1692585484829644,0,1.4916368968134257,1,0.8182182379728706,1,4,0,0.36086364657262465,1,1.0149584754361136,1,0
1148,0.8344772391894657,1,1.4071584826957266,0,0.2198769812898344,4,5,0,0.36322250129052547,1,1.075239922444894,0,1
373,0.49729127497345554,0,1.5413360406419094,0,1.1749597326861272,3,6,1,0.45166038990259605,0,1.1370399402177285,0,0
1415,1.1234126964295292,0,1.5649439614930543,1,0.17365832602766162,3,2,0,0.3819971624482234,0,0.7659500350981228,1,1
527,1.0758632889642998,1,1.573468941774228,1,0.7170315485282706,2,4,0,0.48102345823970105,0,0.9993010025650162,0,0
1779,0.20551665475633069,1,1.4206386218002691,0,1.0193469157991268,4,3,1,0.4793107593342825,1,1.0183336360819009,0,0
392,0.666246718851137,0,1.3076126392244027,1,0.24228480286851928,3,3,0,0.4334818950174121,0,1.0164148343218906,1,0
695,0.2725424937636028,1,1.4214840804413649,1,0.7173110304688903,4,6,1,0.5373727742729978,1,0.8399156334685838,0,1
710,0.700701694206353,0,1.3803852991684633,1,0.4722912703864377,1,2,0,0.2854891830547915,0,1.0405839154148186,1,0
434,0.45231858904500594,0,1.4214044302504174,1,0.4227573102108527,4,1,0,0.41249897382706396,0,1.2239283517707404,1,0
1212,0.2596394356530123,0,1.5225629166565064,1,0.694858528511172,2,2,1,0.46345010711851875,0,0.8175814964935151,1,1
364,0.8207386703318517,1,1.5701791967171321,1,0.1334759041322976,3,2,0,0.41622067822801867,0,1.0220805614132091,1,0
286,-0.015753968512048466,1,1.3741941031880984,1,1.081501368778835,3,1,0,0.5946053122455972,0,0.8731222662320323,1,0
2244,0.7421083713138341,1,1.524292434762251,1,0.2361525405365743,2,6,0,0.5782309383615355,1,0.9925048022326052,1,0
1425,0.5193652038517309,0,1.3875844407727713,0,0.7002518048396136,2,4,0,0.5456690081012184,1,1.0744854544244506,1,1
2071,0.2111794114081177,0,1.45538989747888,0,0.8175668785587922,2,2,1,0.39277083454459394,0,0.735753327115258,1,0
1876,0.544002421077522,1,1.458834610941687,0,0.5254841086283627,4,4,1,0.531276713505511,1,0.7536851616732262,0,1
879,0.7264002781636375,1,1.4592711195264718,1,1.4362422643988966,2,1,0,0.41714394189678144,1,0.8049135086977541,1,0
1859,0.21994827988011095,0,1.4804263208242976,0,0.8138156610320381,1,3,1,0.5088023235159693,1,1.0279326638834092,0,1
1635,1.114114358168624,1,1.635779682968938,1,0.8576600147269895,3,1,0,0.5413721132009753,0,0.8751636379006458,0,1
1067,1.0256058710710372,0,1.5721905719076439,0,0.423711445713111,2,3,0,0.5943763371456916,0,0.8697452240851448,1,1
885,0.7079073753292822,0,1.4207427299905544,0,0.048369994655157844,2,5,0,0.45574027849078846,1,1.1123057001617151,0,0
2194,1.014073058376006,1,1.18258428458888,1,0.3221999464428795,1,2,1,0.5351709179089333,1,0.9679529395198355,1,0
