uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed
5507df65-d963-43c6-9e0d-a8c375c02b6c,2-1,0,58607,207197,125475,347,0.8872849702526431,1336,7.769235443828457,smartphone,1.3849210788866047,postdoctoral,1.4185819999860678,Spanish,0.692802320394673,0.716906581668304,N,3.546924640342703,44395.94768592775
8672882e-46f5-44a6-ac35-bfedb6323e69,2-2,0,706191,191780,24736,245,0.2508514570289878,636,9.223925866981908,desktop,0.7303592088220985,graduate school,0.7880689430842145,English,0.7095389824971474,0.36003107411375057,Y,1.0687845841472865,43353.86265670207
722b0462-7e9e-4278-8d36-9495f6928afb,3-1,1,650894,247620,49136,132,0.3497352738267071,687,46.82058206419966,laptop,1.0496405945599847,college,0.27114618875584096,English,0.47184255674317976,0.18388761096254314,Y,0.7535718343593312,44460.14798549337
6fd65cf5-962a-4227-b24b-b2ef6f590a96,2-2,0,751297,345488,102432,313,0.8670539598304778,887,27.06077576724389,desktop,0.1476382500434953,college,1.0363677440351269,English,0.410664949830103,1.0436745261867553,Y,1.0064725556821985,41798.23514808908
a8a7b6f7-3663-43c9-a149-88a058e52ccf,3-2,1,892511,129273,5872,307,0.23937356719872577,1363,50.71774902799519,desktop,0.6997400881023617,college,1.7623577063109601,English,0.5536093038130755,0.6541892070980878,Y,0.5605924913169469,42845.72795062592
dc6fe456-3569-43f2-b793-afaf3225c316,1-2,0,927720,300649,91653,226,0.3895948923192693,1414,26.94150096291402,laptop,1.7307424821208086,high school,1.2664913519017378,English,0.9359351886169769,0.6071354958280084,Y,1.811229501200896,47211.33400890745
2e1d768a-de6d-4d56-ba2d-acc494ec8687,2-1,1,469747,979697,53564,285,0.5405179742011905,1150,35.227598515465864,laptop,0.8976501127747589,college,1.8524852078914766,English,0.43151952979091635,-0.03225765657503665,Y,1.0334348614857034,43308.29876079836
80377a90-a6d3-4092-ad16-1615a6f024b2,1-1,0,206172,11715,43547,359,0.5228816730859879,1032,-7.266193727261715,smartphone,1.533734437247353,high school,1.460073093633463,English,0.06944442555383856,0.8029945918855451,Y,1.177835499213367,44679.920578836136
20707557-d86f-471c-bd39-ce12b5d290c3,3-1,0,454016,88611,43763,124,0.8036297165975241,1168,45.047884906884356,laptop,0.5808894448394142,college,0.4724568325672607,English,0.5791068111055243,0.787793787282832,Y,0.8315178730078612,40657.13107530847
9783faf6-c2f5-4343-a86d-f6312c95f762,1-1,1,492511,693099,115801,137,0.4458052158257962,1388,44.63017630556529,laptop,1.6988882547309623,graduate school,0.08398521084718469,English,0.6642005248380842,0.40300730246408445,Y,4.699947878039838,42936.46338986454
d77f1a0e-29fe-4341-9629-55666d082f4b,3-1,0,637031,480942,9970,166,0.5375156696091894,764,62.16922567041103,desktop,2.1115936184502058,college,0.8406680011100683,English,0.37847807925054205,0.2712012675290736,Y,4.316293426560206,43133.64490763453
08e0c3b1-652b-4be1-b8fb-e30789efca15,1-1,1,830674,949866,79834,274,1.0962874261711897,1208,44.8790240780493,laptop,1.4658342344368287,graduate school,0.4981303087100766,English,0.5292308323194562,-0.07073288837173364,Y,0.8016599079072086,44094.28530408322
ad72ff21-0001-4c71-9657-91f0af317112,2-1,1,226541,991596,64219,359,0.5151577805509794,569,59.96219880624558,desktop,1.7058030428212847,graduate school,1.2266062027850353,Other,0.3625924564336602,0.31021745484271246,N,1.6777852620473779,45924.46150413909
4bf638b5-36b4-4b87-977c-dbb48a337da5,2-2,0,227803,669455,52268,241,0.44319931412074826,999,39.062988257389684,laptop,0.08093527182656146,high school,0.26423255641439436,German,0.8414155503059207,-0.12018607989961205,N,1.281379051634605,40297.531728411166
f0cad925-aff5-4a6c-a8f2-4a0eaeaa248c,2-2,1,221570,49819,40161,228,0.6591382797870352,854,55.497744467687426,desktop,0.17306499474883863,college,0.4359625715441011,English,0.2503520630336722,0.015837119337437366,Y,-1.520000523318365,44101.91445535572
9ad793c8-00ee-4105-85c4-5e9513b219b5,2-1,1,28448,294608,102401,269,0.5789366032402115,1430,45.441838990008286,desktop,2.01890196619431,college,1.6270084448471014,English,0.23668713841115047,0.3876011620469766,Y,1.657405372147983,44935.29662186306
f5c14e8b-4996-4b12-b844-3d5e0f8548e1,3-2,0,90996,930060,6152,190,0.5406629871027764,1434,23.893088860318315,laptop,0.8007993810804634,college,1.7878186682705741,English,0.6899329168195769,1.194664874059872,Y,1.1197462985865423,46730.736784377405
7c73f8eb-7012-45e2-b6ad-2197ba40b925,2-2,0,491285,499348,136052,333,0.3030640707307848,621,31.027066224647413,desktop,0.472135776242282,college,1.532686979163255,English,0.3563385262045974,0.5838644744851081,Y,4.244138542586077,44546.54636060466
5fc65dc4-1722-4f54-bd65-720c734f2d00,3-1,0,464821,416693,37325,176,0.23206818822567854,872,64.04776256718284,laptop,1.2369595252482763,graduate school,0.9853825541869113,Russian,0.3113181752037053,0.45605561786688376,N,1.0826472891392007,45752.837034685086
ea2dec1b-93f0-4fdf-abd2-49c6087d3b5b,1-1,0,863216,855881,83167,246,0.7938654383689026,1428,19.037317862763963,laptop,1.5280186854771016,college,1.7105581996547325,English,0.24789727399158362,-0.07148260370981285,Y,1.900060989845422,44986.35296573296
790f5896-c569-4e73-b88b-b931b27dc799,1-2,0,338863,362485,54050,232,0.38443053773254565,1279,44.4155985849439,smartphone,2.0659888975076877,high school,-0.00842579131459864,Dutch,0.5646819153607783,0.7052329647811215,N,1.7166211425352813,48090.28217517952
2e174514-6907-4570-ab73-1d42a3521a95,1-2,0,7273,657694,71276,336,0.7461057075540877,440,34.62753556076896,laptop,0.8278329674468933,graduate school,0.64568937774047,Finnish,1.040018683791612,0.745589522505595,N,1.1412867830200373,45693.384409286606
0111fc3b-685f-4756-9692-67ace3297314,2-2,1,973899,966806,136969,350,0.8675601399270714,757,21.43918896836626,desktop,1.4369958223692376,college,1.2659563749438423,English,0.3542978725428343,0.08542926672073425,Y,1.818157342061782,43903.5705686924
