Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
948,0.05484351314303182,1,1.419272103123534,0,0.30067006205106483,3,3,1,0.5143592344218455,0,0.9655713743620036,0,0
990,0.847755199619854,1,1.5449834653404801,0,0.6170693401248005,1,6,0,0.38445207914117274,1,0.8079964689025566,1,0
2120,0.7001668936787043,0,1.4239696260613834,1,-0.058899643082263475,2,6,1,0.48043868186631333,0,0.9990584464125647,1,0
1946,0.5234663759212197,0,1.5051602122269703,0,0.37529886450527133,4,4,0,0.5062189011801378,1,1.2760093080944297,0,0
1867,0.638790903904332,0,1.3994889117530194,0,0.3201774368555854,1,5,0,0.435120368764143,1,0.931944990203933,1,1
470,0.15559474306425058,1,1.3837811291180298,1,0.24972381355134116,2,3,1,0.3480423190259279,0,0.6333261893308362,1,1
46,-0.03320347739676355,1,1.4019482223850364,0,0.5774959378306823,3,1,1,0.5128995954126669,1,0.8500500984921374,0,1
320,0.07682294415760799,0,1.4210236744748546,1,0.7774646197024077,2,6,1,0.36361016698307475,0,0.9033917583203086,0,0
1818,0.5415430522178071,1,1.6970268527205954,0,0.6769712122293738,4,2,1,0.41846660269512764,1,0.7782624385450998,0,1
2018,0.1534767336237885,0,1.4279503295636853,1,0.35019469299096273,4,4,1,0.41290031899395974,0,1.1577699449074443,1,0
357,0.6675786969579396,0,1.5985612519554315,1,0.28181389911099464,3,3,0,0.4063132804610567,1,1.1273874660015915,1,0
1335,0.3760849846445122,1,1.4693575648476147,0,0.013363276777773436,2,1,0,0.44661448770041157,1,0.9412548085076963,0,0
1381,0.7748319574378473,1,1.428363978804473,1,0.41571046366825604,1,5,1,0.6743208177461332,1,0.88859033697369,0,0
1875,0.45186612570885687,0,1.3741966254050608,1,0.26248835543027804,2,1,1,0.5048393272085537,1,1.0302903126027076,1,0
