Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
1330,0.8380763709047782,1,1.4587122004786452,1,0.9615135732953324,4,5,0,0.39393969668133516,1,1.005399227651669,0,0
1882,0.5118879794761639,1,1.4239124670366088,0,0.11154146763694517,4,6,0,0.48869891644342794,0,1.036299076694068,0,1
2285,0.06139015831788158,1,1.4478655543220071,0,1.6554352564261825,1,6,0,0.47432475016191583,0,0.953036421445517,0,1
1038,0.7494340511313353,0,1.4828279425028952,0,1.2047470293528866,1,4,0,0.40433666629180004,0,0.9977337883487796,0,1
1717,0.32311875643031834,0,1.4246699333411081,0,0.03158804633380946,3,1,0,0.5735564335615779,1,0.6265370165449609,1,1
1257,0.7508130285412304,1,1.3746422575289927,0,0.46479680082162905,1,1,1,0.3847060535618852,0,0.9566369693564104,1,1
2162,0.6953364654388356,0,1.3479738615686605,1,0.31956168531093454,4,2,1,0.4722393281467644,1,0.9148679370996441,0,0
1109,-0.30800081234898535,0,1.6684186150371658,0,0.6389456002399995,2,1,1,0.5000155604125384,1,1.0472639255243585,0,1
1220,0.31062706121725636,0,1.3586436495709722,0,0.919535343056209,1,5,1,0.3744648113292018,1,1.0140642867254717,1,0
107,-0.45741589146269945,0,1.472022022371701,0,0.6592832434844181,4,5,1,0.5134968823750479,1,0.7338502586284225,0,0
1199,0.23818574401376946,1,1.4738289307155688,1,0.22368588054587213,2,2,0,0.477716960308145,1,1.0262930641582508,1,0
1049,0.6065234996283172,0,1.502270885654524,0,-0.24362241282267605,2,1,0,0.3525799440268677,0,0.9723209457268552,0,1
1363,0.8021819269097438,0,1.4117464990280677,1,-0.10835963198001697,1,4,1,0.45132727190605937,1,1.0370100768780444,1,1
1885,0.4232118476547556,1,1.5776224227250708,1,1.1740877160941843,4,3,0,0.4484797944112296,0,1.0217093464538733,0,0
781,0.5663982260995494,1,1.6070353316949526,0,0.0346950524319703,3,4,0,0.4428045618603431,1,0.587527567013121,1,1
284,0.7645879570709596,1,1.6642091805982338,0,0.48386238368738776,4,6,1,0.4921894900665339,1,0.7577999494721811,1,1
921,0.4162643737426265,0,1.490663333839427,1,1.4670951145057347,1,4,0,0.4926752058708362,0,1.1388872937702024,1,0
428,0.27369853016251566,0,1.497719715297352,1,0.6032480864805998,2,2,1,0.41550776190094074,1,0.9010679342527823,0,0
912,0.4232274451318637,0,1.4964991187680368,1,0.0951671401986689,4,3,1,0.43777883639443754,0,0.7688824796610638,0,0
1821,0.5942598786895147,1,1.4544464111334627,1,0.42800640197487505,2,1,1,0.5096152542301097,0,0.9864931497668364,1,1
412,0.7142181888544352,1,1.504119603231952,1,0.6068880114812822,2,1,1,0.5072128107130454,0,0.9631519530133299,0,1
1968,0.5006788545761481,1,1.5075397601937681,0,0.4429863651739578,2,1,1,0.5460576074037673,0,0.5279893577525814,1,1
1042,0.2572929716063133,0,1.6796929437889072,0,0.49855820056179884,3,4,1,0.5649287089652004,0,0.8299638151521967,1,1
982,0.17119793174709308,1,1.555997288124588,0,1.0963784690802725,1,6,0,0.40092858018133404,0,0.7995013740008918,1,0
2366,-0.02421125718731476,0,1.435042687589033,0,-0.042163870131636694,2,4,1,0.40110775744138416,1,1.0744734304639527,0,1
118,-0.022717711159413456,1,1.5093671108045998,0,1.1666363046802632,3,2,0,0.33984341901881954,0,0.73238160803357,1,0
1435,0.47685202760352335,1,1.5227883524157617,0,1.3509967470124316,1,5,0,0.4881428688319824,0,0.8438656924552321,0,0
1474,0.24784793486568374,1,1.6444193465144883,0,0.6740313983345856,2,1,1,0.3863654132776628,0,0.8420638455478199,1,1
