rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof
354,no,45,female,more,1.119437344531042,1.0997276658469384,upper,yes,yes,214,377,22
381,no,33,male,more,1.976396893465145,1.6257702464396178,lower,yes,yes,261,373,93
112,no,31,female,more,1.5192853789609448,0.8897947524994306,upper,yes,yes,125,559,39
456,no,51,male,more,2.3257660773674456,1.0872176692577906,lower,yes,yes,248,308,54
284,no,48,female,more,0.6512808689382783,1.9181143671154113,upper,yes,yes,71,110,35
388,no,47,male,more,1.7340077789713055,1.2120435249230048,upper,yes,yes,308,501,37
424,no,62,female,more,0.9752139573234214,1.7763315396140533,upper,yes,no,269,471,17
125,no,55,female,more,0.7171309271391941,0.6527059925420324,upper,yes,no,269,57,70
192,no,30,female,more,1.7887770922689623,0.9734387462244876,upper,yes,yes,140,186,57
354,no,35,female,more,-0.03369688315075914,1.2701491899602917,upper,yes,yes,273,141,94
277,yes,40,male,more,1.1492885244077193,1.9828395664124747,upper,no,yes,89,541,46
195,no,54,male,more,1.5497148286024152,1.1713423796484494,lower,yes,yes,360,339,68
156,no,29,male,more,2.2518773545970436,1.8578458076659141,lower,yes,yes,224,158,82
152,no,43,male,more,2.088974801748815,1.970545615049855,lower,yes,yes,123,125,4
188,yes,36,male,single,1.9597266203520198,1.0607784224726875,lower,yes,no,84,193,10
73,no,51,male,more,1.1078430874365575,1.5477863372219798,upper,yes,yes,250,59,48
404,no,40,male,more,1.0926220698844928,1.1434850052371366,upper,yes,yes,37,262,66
45,no,35,male,more,0.526421061514901,1.4759925463187997,upper,yes,yes,375,467,68
231,no,45,female,more,2.290095596113729,2.0882431419118475,upper,yes,yes,196,58,22
332,no,55,male,more,1.3024878280615422,1.926230673029604,upper,yes,yes,364,440,9
149,no,57,female,more,1.8037593088301642,1.6753367695184684,upper,yes,yes,344,135,84
416,yes,35,male,more,2.4294262303474867,1.987557725909918,upper,yes,yes,207,294,85
17,no,48,male,more,1.9070872295395123,1.5667848686080617,lower,no,yes,274,332,65
81,no,69,male,more,0.6978868595837271,1.2790530575607704,lower,yes,yes,118,295,32
427,no,72,female,more,1.2873281409447643,0.8797960629835894,upper,yes,no,103,361,6
319,no,49,male,more,0.741383743747554,1.6824031974917937,lower,yes,yes,139,99,35
227,no,30,female,more,0.9481534515024203,1.4925498907622985,upper,yes,no,105,385,3
252,no,45,male,more,1.4274625307890403,1.075339370565159,lower,yes,yes,18,373,51
234,no,32,male,more,2.6530179279252812,0.5084301670414526,upper,yes,yes,290,312,71
317,no,69,female,more,2.547906090235138,2.4077494681956466,upper,yes,yes,166,118,33
99,no,68,male,more,3.1163578762314836,1.3572461030623968,upper,yes,yes,344,564,38
257,no,38,male,more,1.6300683331846346,2.1590951969753576,upper,yes,yes,282,487,94
