uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed
5507df65-d963-43c6-9e0d-a8c375c02b6c,2-1,0,14595,507147,55054,152,0.6723660744522474,900,21.431571669610562,smartphone,0.8013399093482,postdoctoral,1.997000166291984,Spanish,0.6282534325121236,0.33977628171031504,N,1.7230979145684284,43868.13369395502
8672882e-46f5-44a6-ac35-bfedb6323e69,2-2,0,878747,547052,55525,109,0.4552314910987807,1358,63.05231761593819,desktop,0.3177622122900349,graduate school,1.03782118434894,English,0.44353462253664605,0.4295833347575454,Y,2.0407278516529828,41752.15759529502
722b0462-7e9e-4278-8d36-9495f6928afb,3-1,1,145637,785354,121561,157,0.5734532051623976,995,36.366112948590285,laptop,1.253695788756479,college,1.1417582146073055,English,0.4067534752680902,0.259498064347779,Y,2.139309370054999,42289.975583504354
6fd65cf5-962a-4227-b24b-b2ef6f590a96,2-2,0,543262,186580,136154,365,0.38287051786472653,1209,43.33924761552749,desktop,1.4076511190957535,college,0.4948462305599337,English,0.5657382163726884,0.5627376945968859,Y,0.5420944376841228,46100.56281444601
a8a7b6f7-3663-43c9-a149-88a058e52ccf,3-2,1,249477,10732,116425,261,0.35907169857233423,543,37.218354882234095,desktop,0.8597773695173692,college,1.2189049754667631,English,0.556092996993793,0.6321433409292209,Y,1.2690740408737617,43138.446731821605
dc6fe456-3569-43f2-b793-afaf3225c316,1-2,1,601773,377750,47179,188,0.3727843686812127,776,41.138977205721204,laptop,-0.014901041060712661,high school,0.7891534662570614,English,0.4414025924378979,0.04685628572793904,Y,0.792231637359537,44914.866230234664
2e1d768a-de6d-4d56-ba2d-acc494ec8687,2-1,1,475241,760165,14312,346,0.9632851574556374,1289,39.2680419325789,laptop,1.4842351734091441,college,0.8955456701090461,English,0.5320520890770727,0.267090351625368,Y,0.22962828253402878,44546.74031825541
80377a90-a6d3-4092-ad16-1615a6f024b2,1-1,0,51720,38403,1559,268,0.14204349769586783,469,41.94649674469735,smartphone,0.6231326878796284,high school,1.1520006584828917,English,0.9198421137375888,0.7559729683841574,Y,2.0945629887964867,44799.10860210907
20707557-d86f-471c-bd39-ce12b5d290c3,3-1,0,487571,426178,93709,328,0.6878518792667409,868,20.581012526258498,laptop,0.8131502259690898,college,1.1634048050556902,English,0.4954886457612865,0.55069074578311,Y,1.3745010225405685,42377.75678987823
9783faf6-c2f5-4343-a86d-f6312c95f762,1-1,1,328668,180396,85040,139,0.07706992603050233,727,32.58712014238934,laptop,1.1320384710965734,graduate school,0.9935139184601434,English,0.568594774771372,0.9505324053662323,Y,1.0973756249973996,42190.038378921665
