rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof
389,no,56,female,more,3.3281954141303807,1.7885322357085223,upper,yes,yes,312,322,32
112,no,72,male,more,2.7199754688587996,2.3944593497670454,lower,yes,yes,111,164,51
367,no,35,female,more,1.5725183356926846,1.1642564951823307,upper,yes,yes,265,148,11
394,no,54,male,more,1.0950872761351023,0.9268782883706721,lower,yes,yes,346,21,68
250,no,68,female,more,1.739742008231502,1.9827065557576546,upper,yes,yes,151,281,26
25,no,60,male,more,1.5234981951389892,2.3788770029867075,upper,yes,yes,38,129,81
325,no,71,female,more,1.3143840993182936,1.2389260984137755,upper,yes,no,322,271,91
18,no,55,female,more,1.4191838537517931,1.1843924027586978,upper,yes,no,192,296,74
122,no,73,female,more,1.7760827484784532,0.8794360838036387,upper,yes,yes,206,180,36
236,no,43,female,more,2.1226656350787647,1.8497347893751233,upper,yes,yes,119,286,31
387,yes,43,male,more,0.6335656863499204,0.30887790349345035,upper,no,yes,273,102,87
406,no,34,male,more,2.1561932318927877,0.9766704160007309,lower,yes,yes,31,122,14
443,no,64,male,more,2.0048140962264838,1.7981046290512241,lower,yes,yes,5,488,86
447,no,65,male,more,2.378307869285739,0.785599105301429,lower,yes,yes,299,163,70
26,yes,46,male,single,1.3402930839613687,1.2645895755131704,lower,yes,no,72,131,92
86,no,58,male,more,1.1043826107674652,2.0442646517849568,upper,yes,yes,48,12,26
232,no,35,male,more,3.139431987622677,1.9340823117503612,upper,yes,yes,111,188,55
387,no,71,male,more,1.278291810626679,2.1347025853528994,upper,yes,yes,291,100,85
97,no,35,female,more,0.6293899813941137,1.532505393428058,upper,yes,yes,130,112,23
60,no,41,male,more,3.0013230536181545,1.179420691817755,upper,yes,yes,317,43,10
202,no,31,female,more,1.9239031196413094,1.4697931490956253,upper,yes,yes,331,145,34
266,yes,61,male,more,2.843425617859686,0.6446994338069886,upper,yes,yes,69,112,25
196,no,38,male,more,0.6855714735112324,0.7114375671562136,lower,no,yes,121,501,48
98,no,46,male,more,0.307443716638814,1.7504124538649581,lower,yes,yes,51,294,39
270,no,72,female,more,1.5723782343660977,1.5565847471150636,upper,yes,no,53,396,11
137,no,43,male,more,1.2564120688547036,1.9097218142163357,lower,yes,yes,164,521,77
384,no,70,female,more,0.3673842019248257,1.9296003829743693,upper,yes,no,190,523,31
306,no,41,male,more,2.7387140357616895,0.8058941256001969,lower,yes,yes,327,254,19
225,no,54,male,more,1.360644797655816,1.9927241340897761,upper,yes,yes,303,157,9
407,no,40,female,more,2.7741858029900857,1.7621321113375505,upper,yes,yes,191,570,86
456,no,66,male,more,1.727101012681704,1.900031174798655,upper,yes,yes,46,347,45
131,no,56,male,more,2.079368573475884,0.9468046754198413,upper,yes,yes,7,377,67
342,yes,52,female,more,1.4185690625829284,1.3792668019780758,upper,no,yes,347,458,59
272,yes,57,female,more,1.4365337614813658,1.791817189622151,upper,yes,yes,189,226,23
400,no,57,male,more,1.0255405144789755,1.9531621828549124,upper,yes,yes,213,207,33
164,no,61,female,more,2.323641101631315,1.2439073539660355,upper,yes,yes,169,401,5
