Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
2006,-0.10187890103731612,0,1.5204432090396027,0,0.569165571923901,1,1,1,0.5324250876384079,0,1.2905561149511082,1,1
63,0.9006615734217024,1,1.6997324775469123,1,0.6346686235750539,4,4,0,0.5159846570897865,1,1.0180716191206025,0,0
1510,1.4146027256448215,0,1.6110362746624696,1,-0.518565776957985,2,1,1,0.39632224584748843,0,1.2722373073708313,0,1
2159,0.5724667399540024,0,1.5673186718858827,0,0.37670281571672193,1,3,1,0.4956159294228655,1,0.9383254923397659,1,0
2129,1.1253322051314298,0,1.6617320189594151,1,0.2611284372250411,1,5,1,0.46771003568839026,0,0.8818969763869206,0,0
394,0.5563568549782613,0,1.4279849297390397,1,-0.06051375355783628,1,5,1,0.48856652417999835,1,1.086220990061053,0,1
1943,0.2471942100484214,1,1.4388885998887146,1,0.16784316617969808,1,3,1,0.5330880287841018,0,0.8897805478686571,0,0
642,0.4751641013998448,0,1.5337043014926117,1,-0.6067799088140717,2,5,0,0.5312778898361877,0,0.8039137139434408,0,1
1015,0.46794216949441236,0,1.4963384546744012,1,1.1422838965098647,2,3,1,0.4056488100344121,0,1.1377365166461013,0,1
1043,0.17698770181227752,0,1.516011847586054,1,0.4580913005761278,2,1,0,0.5150738225330839,1,0.46086763505037254,0,1
104,0.842312718060517,1,1.538008513974699,0,-0.01593889365605483,4,4,1,0.4423755996485545,0,1.3533061912259554,0,0
695,0.4058186069975168,1,1.536198383146195,0,0.15302372308266887,4,2,1,0.44933503781166223,0,0.8998364434869403,0,0
863,0.6826563094518542,1,1.4719063031485504,1,0.6057789952224875,4,6,1,0.3833388349784398,1,1.0810147865168644,1,1
2350,0.2533733089139032,0,1.431433647762863,0,0.48954806333175344,4,2,1,0.47102866128902576,0,0.6554604737904552,0,0
600,0.7042531508859781,0,1.5406605285171548,0,0.5995390728705235,1,3,0,0.44549606183102824,0,0.929955749191821,1,1
1095,0.22693382665549433,0,1.59056456277958,0,0.7452710188963507,3,6,1,0.608147598360367,0,0.8590563365169619,0,0
2330,-0.12506169769982756,1,1.4763610770001092,1,-0.22270555013783622,3,3,1,0.4452526263479719,0,0.7714677558612036,0,0
2261,0.41054783079868085,0,1.4756947094733275,0,0.03205385802876998,2,2,0,0.5284744521769289,0,1.1114342732850857,1,0
1765,0.32048139869644976,1,1.4139346215819775,1,0.37339020583502525,2,2,1,0.43752175580265773,0,0.7647213364223685,0,1
457,0.815652046055954,1,1.5342743363269031,1,-0.30076222466357994,4,1,0,0.4030690616673476,1,1.2492656453035424,0,0
385,0.041933869757893816,1,1.5297626950041845,0,0.10420583239104114,1,6,0,0.6225393983636731,0,0.8742476456165451,0,0
127,0.19472373153002337,1,1.5618485418273265,1,0.03489913863789945,3,2,0,0.5463408307282651,0,1.075433322249099,0,1
250,0.8961388224705132,0,1.4522972739606754,1,0.5518518331287913,3,2,1,0.30213852170496625,0,1.0540998566681963,0,1
1907,0.7612223301321962,1,1.4527141296950146,1,1.091090700475582,3,1,0,0.5186107015501527,1,0.7742222482153264,1,1
991,0.12396510556303036,1,1.624813113881495,1,0.8518504842855583,4,3,1,0.43868038614326077,1,1.177282887218595,1,1
79,0.9710774673576414,1,1.4782573190695707,0,1.4842301680687053,3,3,1,0.5573850960968045,1,0.7598522389879061,0,1
2041,0.2669365464004336,1,1.3719069704855493,1,0.5300594028717727,2,4,1,0.5397214546651461,0,0.9219277737248842,0,0
177,1.2062648958265525,1,1.383767337566918,0,0.8145505861733082,4,2,0,0.4867809111896441,1,1.2456708081301575,1,1
891,1.391440137088594,0,1.3835118415305334,1,0.7185153407513309,2,1,0,0.3512182012608748,1,0.907311721295875,0,0
345,0.43550075894389184,0,1.4978155262717237,0,-0.37807815431830527,3,2,0,0.3208842455132993,0,1.1823592920770596,1,0
42,0.1185177887456777,0,1.4460799652282725,1,-0.11978617423278493,3,3,1,0.47812213891702016,1,1.1674634450678167,1,1
1861,0.798179400184464,0,1.494967441597503,0,0.5532863551952785,2,1,0,0.4569065731903111,1,0.8556277092875624,1,0
2196,0.6724795936576093,0,1.4727262920376047,1,-0.6125005020355874,1,2,0,0.4380888067303029,0,0.7539183117933814,1,0
1461,0.5121690392004647,1,1.6462672922502426,1,0.03175135472743812,3,2,0,0.35346299070503284,0,0.9581285529579194,1,1
86,0.20728397396875342,0,1.5774204377768273,1,0.520278960743548,3,3,0,0.3839920401619401,1,1.2621422347769538,0,1
1981,0.658932204958665,1,1.687919951696396,0,-0.22301151671943342,2,4,1,0.36104155107104763,0,0.9438479077239824,0,0
271,0.5308380950763835,1,1.5144738084307752,0,0.22387731215130147,1,3,1,0.4964023118878919,0,1.2930103825811734,0,1
2218,0.5918528118881579,1,1.4501204870072963,1,0.35460383938692686,4,6,0,0.5809522943623963,1,1.1708466873942363,1,1
1433,0.04394952010161457,0,1.4003501525505682,0,1.1656798438167406,3,2,0,0.39424888137374414,0,0.7198957261980323,1,0
831,0.09088310733075117,0,1.5385963422159583,1,0.07730410212272487,2,5,1,0.4927390151423345,1,1.2410655785858564,1,0
2377,0.6755621044400706,0,1.3643851472051782,0,0.286715031429876,1,5,1,0.5486394669115665,0,0.6779514785848841,1,0
998,0.9886133879225203,0,1.4045032531007062,1,0.8962463305553849,3,3,0,0.4525591319880986,0,0.9095940677065171,0,1
985,0.7647457465296752,1,1.4538249461213508,0,1.2018127486210752,1,2,0,0.38451007163214884,1,0.8763206864980915,1,1
983,1.201591362020832,1,1.4493221776077165,1,0.9167252940632433,1,3,0,0.5248322942875565,0,0.990872050957668,0,1
2315,1.0256312671401169,0,1.5043543612916463,0,0.8096637670492103,2,1,1,0.524318686909703,1,1.147535491350285,0,1
690,0.6368428921726283,0,1.5431500397003661,1,0.8533652641299623,2,1,1,0.3552642442463574,1,0.7127703320211777,0,1
531,0.3907694950563373,1,1.492592883547695,1,0.5576669423587584,1,2,0,0.48781731417224317,1,1.007396870666844,1,0
1306,0.37345604814921957,0,1.6468558898629333,0,-0.25781162620959897,4,1,0,0.42029917591611116,0,1.2926127270005772,0,0
