tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop
Anterior,NMNH225029,4,12,14.455293720195574,20.26705190944696,0.32363859085137736,Homo sapiens,Chucki
Posterior,IPHA.2,0,6,24.42472663698145,21.912704644654955,0.2581020913954495,Homo sapiens,Afalou
Anterior,NMNH380466,7,10,28.87079593170747,19.484220786925025,-0.09605055143390073,Homo sapiens,Australian aboriginie
Posterior,NMNH225032,5,3,28.091557866851147,12.287477395898605,0.7941110163914356,Homo sapiens,Chucki
Premolar,MH4765,12,9,19.582139412389587,14.512154384410355,0.9163949698133174,Homo sapiens,Australian aboriginie
Premolar,MH22283,11,8,34.56555750898431,11.037609283677678,0.7126575519051932,Homo sapiens,Sami
Posterior,AMNH99.1/99,7,8,20.79824044325421,18.783915021489992,1.011048339087005,Homo sapiens,Alaska
Posterior,BRK126107,6,13,40.892579880126426,15.87752183689197,0.6751755233712534,Homo sapiens,Native Californian
Posterior,NMNH344711,10,3,28.995644490688814,22.452060063860667,-0.08653290517293732,Homo sapiens,Australian aboriginie
Anterior,BM1976.1426,4,7,33.74412789912116,20.041003486685526,0.27279959647463936,Pongo,Borneo
Anterior,AMNH99.1/86-D,4,13,35.810966666896086,19.86150643482167,0.09075947214811031,Homo sapiens,Alaska
Anterior,UVS38,7,8,45.595364429664414,14.062302838533236,0.7128813312225132,Homo sapiens,Khoi-San
Anterior,NMNH225028,3,7,16.566066365147464,12.210077716231291,0.4807908325184349,Homo sapiens,Chucki
Anterior,IPHA.29,5,13,23.986155440835148,20.35731639822318,0.8283093263694405,Homo sapiens,Afalou
Posterior,BM1884.10.30.2,5,12,36.9129649644472,15.717329161246111,0.804939398074975,Pongo,Borneo
Premolar,UCD2(2)b,9,12,31.507184439895394,21.679086891079145,0.7170904880548928,Homo sapiens,Native Californian
Anterior,HTB2027,2,13,18.048989826204306,10.116911277219614,0.7489828525211092,Pan,Ebolwa
Posterior,BM1976.1430,4,13,39.49331179266078,15.296289665948109,0.0023401782260001336,Pongo,Borneo
Premolar,UVS62,11,7,29.538309844893735,11.721330815368793,0.9210547746873574,Homo sapiens,Khoi-San or bushman half-caste
Anterior,HTB3412,7,6,34.58242325474773,22.542995737776167,-0.08452613819683552,Pan,West Africa
Posterior,BRK125598,12,10,54.13504890117353,22.360015151440116,0.41538795300542175,Homo sapiens,Native Californian
Premolar,NMNH329778,2,9,34.42276476477636,18.162323064191472,0.5266641388121496,Homo sapiens,Australian aboriginie
Anterior,MH12328,11,2,25.80902211321975,5.811580801454168,0.8238177451115396,Homo sapiens,Chucki
Anterior,BM1939.1021,12,12,35.32362386157368,18.357341906236705,0.2776203841929962,Papio,West Africa
Posterior,NMNH278710,0,12,35.33342652700865,11.971054990616981,0.45284667586438165,Homo sapiens,Buriat
Anterior,BRK126100,12,4,7.984254106765814,19.868910426713885,0.9334587149969489,Homo sapiens,Native Californian
Posterior,UCD2(6)b,8,3,29.225178907132715,14.710472867256183,0.47002395077972725,Homo sapiens,Native Californian
Anterior,AMNH99.1/109,12,6,48.64388002476967,15.463488393992709,0.5318407442119607,Homo sapiens,Alaska
Anterior,BM1935.2.14.1,6,3,47.45741513473324,17.84370222192433,0.9356094405479614,Papio,East Africa
Premolar,HTB1890,1,9,45.0201542635957,15.010130782444326,0.2041119314584554,Pan,French Cameroons
Anterior,IPHA.15,6,8,20.902040002963773,13.332168955182055,0.15785584269902192,Homo sapiens,Afalou
Anterior,BRK126118,1,11,7.421033228130973,13.979177485841614,0.21715435449502374,Homo sapiens,Native Californian
Posterior,MH4459,0,14,23.07497847034441,20.35373336684451,0.6549339377782132,Homo sapiens,Australian aboriginie
Anterior,BRK126259,7,5,31.40511895262773,16.093393552378323,0.5154733682712073,Homo sapiens,Native Californian
Premolar,HTB1726,5,10,28.45475821155493,12.815159023280096,0.4260944941280791,Pan,Ebolwa
Premolar,MH1525,5,5,35.06518572974083,15.639896076801364,0.35785755914890216,Homo sapiens,Australian aboriginie
Anterior,BM1908.8.9.41,8,3,26.34519649810332,22.251127112191565,0.5605156912639486,Papio,East Africa
Premolar,MH12328,4,8,21.997313113488183,14.243530227206932,0.9480906267210278,Homo sapiens,Chucki
Posterior,HTB1721,0,5,19.286792799536883,18.936128995501047,0.8317413907017805,Pan,Ebolwa
Premolar,MH12328,6,10,30.52386725613129,19.192497890596968,1.2782057588594689,Homo sapiens,Chucki
Anterior,BRK126768,2,12,44.736825839918716,17.598052296555057,0.4242222456848933,Homo sapiens,Native Californian
Anterior,NMNH380431,1,5,32.252999662814744,14.496731670805884,0.42878863044447935,Homo sapiens,Australian aboriginie
Premolar,HTB3538,10,6,31.8451594452337,13.935360061507428,0.14798430447931832,Pan,West Africa
Posterior,NMNH258483,4,3,21.93236734828099,6.077681403752985,0.6061611070716935,Homo sapiens,Australian aboriginie
Anterior,HTB1226,6,7,50.056590152316716,17.222493132624376,0.22485004441817008,Papio,East Africa
Premolar,AMNH99.1/107,5,10,34.126905650083735,11.71534528672407,0.6466892798583073,Homo sapiens,Alaska
Premolar,HTB3552,6,14,25.183665627712628,17.048224198356625,0.5090833276592363,Pan,West Africa
