tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop
Anterior,NMNH225029,12,7,34.425531221875495,14.806502685532571,0.2375316080463175,Homo sapiens,Chucki
Posterior,IPHA.2,5,13,26.379757320695855,15.107706834798433,0.5158945423390902,Homo sapiens,Afalou
Anterior,NMNH380466,10,6,33.08794180239209,22.99097608549203,-0.04424756686139242,Homo sapiens,Australian aboriginie
Posterior,NMNH225032,10,6,19.199045221698768,20.198074790463984,0.7547172572286127,Homo sapiens,Chucki
Premolar,MH4765,4,3,36.76088086621776,12.241182312248945,-0.09465602845594123,Homo sapiens,Australian aboriginie
Premolar,MH22283,9,7,34.25961887270519,11.931207590748798,0.46182080947338094,Homo sapiens,Sami
Posterior,AMNH99.1/99,7,11,46.76772579617975,12.325680023114503,0.5189239529933932,Homo sapiens,Alaska
Posterior,BRK126107,12,11,52.91779774002508,20.442356795878673,0.5264360395502733,Homo sapiens,Native Californian
Posterior,NMNH344711,12,9,18.9653117686457,11.893868506841002,-0.0765967777523513,Homo sapiens,Australian aboriginie
Anterior,BM1976.1426,10,7,13.460171212200368,16.240074296317367,0.6247277705652053,Pongo,Borneo
Anterior,AMNH99.1/86-D,3,3,41.61257502542808,20.984474111285017,0.6708508318495565,Homo sapiens,Alaska
Anterior,UVS38,9,13,42.20346734265255,11.93901378985673,0.795098021791151,Homo sapiens,Khoi-San
Anterior,NMNH225028,6,4,48.757826728142845,14.046499741558117,0.6064072689275812,Homo sapiens,Chucki
Anterior,IPHA.29,6,7,33.272411435501844,19.413613737737123,0.16436348458598088,Homo sapiens,Afalou
Posterior,BM1884.10.30.2,11,4,40.806282219117875,22.147669192246042,0.9452042733188706,Pongo,Borneo
Premolar,UCD2(2)b,1,3,52.93192840784141,11.001558236234958,0.864630474403062,Homo sapiens,Native Californian
Anterior,HTB2027,0,11,-2.8939046215756967,12.213993924941192,0.6687825565012999,Pan,Ebolwa
Posterior,BM1976.1430,9,6,11.62876592557852,15.257391591292663,1.5366693724249962,Pongo,Borneo
Premolar,UVS62,0,2,38.542515075890186,13.106575771684195,0.9007720743277192,Homo sapiens,Khoi-San or bushman half-caste
Anterior,HTB3412,10,9,18.892062580352302,13.965752729147182,0.3811080747151174,Pan,West Africa
Posterior,BRK125598,3,3,28.96891673187162,13.746643365361999,0.5227259055355399,Homo sapiens,Native Californian
Premolar,NMNH329778,10,11,24.104527518335733,14.897746706389466,-0.29919764395128434,Homo sapiens,Australian aboriginie
Anterior,MH12328,12,11,19.504896817671387,12.230950909485022,0.33315269884431203,Homo sapiens,Chucki
Anterior,BM1939.1021,10,9,52.11867869344099,15.5030219104422,0.06171628350532998,Papio,West Africa
Posterior,NMNH278710,8,5,35.6117086998066,14.59137322198713,0.2734902013331991,Homo sapiens,Buriat
