ind,year,name,masfem,min,gender_mf,category,alldeaths,ndam,elapsedyrs,source,masfem_mturk,wind,ndam15
44,2008,Bonnie,5.57130090925185,941,1,3,1806,36050.58875844901,65.16244373716702,MWR,3.985462172101062,180,40700
82,1974,Isaac,3.7627378713392026,996,1,1,1028,49435.25161105856,43.78167862331314,MWR,0.839447494152366,164,70642
38,1973,Debra,4.142202090888063,916,1,1,129,43713.75652364995,26.624118826817398,MWR,2.6862704632032006,147,155
55,2011,Irene,7.805811677873123,922,0,2,1238,73278.05304493199,20.287114127686486,MWR,1.7254696383911874,160,7968
53,2011,Emily,2.1314302507215404,956,1,2,749,31918.21278401254,20.140870893443875,MWR,3.4270871662478326,146,86972
84,2003,Cleo,8.721088662682737,1001,0,4,1535,50998.075023382946,3.2551829537194514,MWR,-1.0840778097412747,157,23393
71,1990,Dennis,8.268594818088378,990,1,5,1610,39146.1109407371,37.193513712595056,MWR,6.191879696352489,187,56858
26,2006,Wilma,8.739806000110832,944,1,5,1758,45568.82043652313,19.945062952668614,MWR,2.1625553863763405,87,41260
55,2007,Isabel,1.4515925757507881,935,1,4,411,29678.3619716648,14.296576136551252,MWR,3.49514786092205,92,31791
40,1979,Isabel,5.330911230437541,952,1,2,1062,44485.61896099997,4.74190010581486,MWR,6.701543374449839,129,43277
51,1967,Humberto,-4.59415378122685,919,0,5,937,14547.01259550844,40.94531819576662,MWR,6.683188078756242,75,23905
44,1965,Isbell,4.011574381610948,945,1,4,1476,35815.15395938464,19.858479999954483,MWR,-0.71504047999343,131,19969
88,2003,Able,-1.274313479089745,923,1,2,1683,49569.13241954835,-12.200939663818808,MWR,4.870692641266976,147,49621
49,2010,Dora,3.4820012562158285,936,1,2,876,30217.326750919252,23.431841924830213,MWR,3.7181761720835267,153,21338
12,1978,Charley,1.9700717792993245,912,0,4,1674,65451.05403260233,47.921040410543355,MWR,-0.912955924613045,138,70588
28,1983,King,7.234753717113666,914,1,4,754,42169.58509499444,41.106980205888775,MWR,7.190268358518184,100,87831
19,1968,Humberto,1.917387705365552,1002,1,3,299,44071.223377393435,20.059143988416537,MWR,0.21004231390964012,186,78664
82,1960,Camille,8.024825800457506,953,0,3,1207,50785.98268628565,39.11690056761848,MWR,0.2906483857772293,86,41914
86,1986,Belle,7.759571328030737,930,0,1,1353,46968.745233730166,52.59338084139619,MWR,8.34614849942561,188,6227
19,1981,King,0.9971375452855047,937,1,5,148,42576.22773821471,42.926891839298044,MWR,3.9239058703569714,87,22204
