Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
1843,0.07597145290132906,0,1.5544636954972153,1,-0.4667554602628676,4,4,1,0.3806789867601023,0,0.9821062611025185,1,0
425,0.5533400510825112,1,1.6865993275153408,1,0.6370465253185212,2,2,1,0.5134863261861511,1,0.7683625444024765,0,0
277,0.34800427131836786,0,1.5390763536356726,0,0.19598106229244278,1,1,0,0.5366665609025578,0,0.9980388859067711,1,0
1080,0.29963334990735013,0,1.4196126153920434,1,0.4453413134859406,4,5,1,0.43474121679217625,0,0.854674328598503,0,0
738,1.1582902033517155,0,1.54017126324117,0,0.2002690348158765,3,4,1,0.49858537967675653,1,0.9044516096527891,1,0
1366,0.8899041666898763,1,1.5107736968349106,0,0.38211782067476374,1,3,0,0.45516456149682827,1,1.0878182132123868,0,1
1500,0.740686278629572,0,1.4375825846345864,1,0.585137087581807,4,2,1,0.5148617232699833,0,1.2338799547853747,0,0
1222,-0.1306561070576352,1,1.5358710707499859,0,0.14465961217508394,3,5,0,0.33996091512205556,0,1.0516547783761316,1,1
865,0.06195613902444186,0,1.391759043109909,1,0.3048277967194225,4,3,1,0.5056191000061662,0,1.0407845053292815,1,0
2031,0.8651914309627783,0,1.5148475562734882,1,0.11017683285217683,3,4,0,0.5938646088892937,0,1.2104021415980877,1,0
165,1.16292724034373,0,1.4770027034802327,0,0.6316124190707326,3,4,1,0.3742707865333384,1,0.8532356069364625,1,1
541,0.06273784761119189,1,1.57823656322912,0,0.46212431309869917,3,4,1,0.531867846351311,0,0.6807636311786583,0,1
366,1.098441774185214,0,1.4566704173839204,1,-0.9896756777813924,1,4,1,0.5033783750159939,0,0.7522050450320414,1,0
1231,0.551920772810207,0,1.5909864844093007,0,0.44895267153251067,2,5,1,0.6283097531251498,0,1.1352280485968105,1,0
814,1.0172139941694827,0,1.4155868280062065,1,0.2074291839651657,1,2,0,0.4265928562541488,0,1.1079036959814996,1,0
369,-0.02907789878650746,1,1.6213992055529867,0,-0.04896973817498207,3,5,1,0.5010025929486813,0,0.5708443969648813,1,1
1879,0.5899605002404904,0,1.4176588969567443,1,1.3691937648439438,2,4,1,0.471457442785784,0,0.8722759145529582,0,0
270,0.34574980660114346,1,1.555174459199767,1,1.0438784051237624,4,4,0,0.4435916825196789,1,1.031499261569596,0,1
1846,-0.20931900847222185,0,1.5496355960738606,0,0.4595160505029119,4,5,0,0.6172216364865809,0,0.8810456578514042,0,1
941,0.317962476324182,0,1.5954892698531398,1,0.07608034908194083,2,2,1,0.48756381756123723,0,1.0931644427901621,1,1
508,0.36944153419292475,1,1.4442227607615616,1,0.681435991361361,2,3,1,0.3605179909384519,0,1.078828376246926,0,0
431,1.0566986386325126,1,1.5220530710774016,0,1.0430057593302973,4,6,0,0.4894949963878652,1,1.126990497351009,1,0
1605,0.8208048127317553,0,1.5369754722640565,0,-0.07484919787512878,4,6,0,0.36209453038880435,1,0.777667159333756,1,0
1027,0.5722870204928204,0,1.5149044131026213,0,0.2959381394978853,3,5,1,0.49719500631751434,1,1.295304502318564,0,0
1769,0.8920865995638516,1,1.250072001436944,1,1.0554185472994753,2,2,1,0.5504379164204539,0,0.978032616604536,1,1
401,0.7809047763332401,0,1.387628891093069,0,0.5037754144819206,4,4,0,0.5612760293347696,1,0.710104064324442,1,0
1544,0.35123753948644454,1,1.4918548770525852,1,0.5716817121943363,4,3,0,0.4287371955376699,0,1.0242889457901683,1,0
1288,0.34742585372676693,1,1.3866956849311833,0,0.3278891110524806,3,4,0,0.427879263434308,0,1.0996363751627267,1,1
313,0.4232285668947795,0,1.5040890209543203,0,0.5776174208347322,4,6,1,0.3969271338464158,0,1.1125075913998514,0,1
1170,1.0627272490324398,1,1.5266220144735998,1,-0.17074696196461647,3,6,1,0.3486867506383402,1,0.8341170038290882,1,1
1975,0.26312886612171305,1,1.434130435428514,1,0.4321496823367552,4,2,1,0.40236921585230695,0,0.7486676864953583,1,0
1059,0.24261294871662437,0,1.5936456902548235,0,-0.016508417284222587,2,4,1,0.49782011346858623,0,1.0406131518241009,1,1
1348,0.3608582606919376,0,1.6114801590229966,0,0.4199322325255101,3,1,0,0.597400299071205,1,0.914815821148415,1,1
201,0.512314478676529,1,1.498360166426749,0,0.2678643010907551,3,6,0,0.5217016522880963,1,0.6632645767681081,1,1
417,0.5753276179460124,0,1.414232012064644,0,0.14682410441155486,3,1,1,0.4216467388189188,1,0.8631438959809695,0,1
596,0.28184965884142815,1,1.4800915854204275,1,1.5961971118469283,2,5,1,0.40666597872449484,1,1.2740328430407888,1,1
601,1.1052241673160936,0,1.5767443005685835,1,0.810997480640903,2,5,1,0.5083182746872738,1,0.6779580016677623,1,1
1783,0.6767021662430621,0,1.5212262699734205,0,0.4630630670374884,2,5,0,0.5506375686720216,1,0.9394160335639484,1,0
828,-0.13420226645638844,0,1.5732853862509506,1,0.6880078250032418,4,5,1,0.4873990572704886,0,1.1160956579976131,0,1
1891,0.033285384686583264,0,1.502015438373931,1,0.5178518478745132,1,1,0,0.40236816112889867,1,0.8373601130768529,0,1
681,0.15604005753266875,0,1.406127458959138,1,0.13003522572229054,3,5,1,0.521546841784772,1,1.1522204805893388,0,1
518,0.5940062831948146,1,1.4656572968234398,1,0.07666487314939491,3,1,1,0.5222233198405883,1,0.8573062861527628,0,0
789,0.018685606582437286,0,1.3893790106734913,0,0.6402139842119529,4,3,0,0.4821492150041576,1,1.062814238844722,0,0
2334,0.7448421018692817,1,1.541381428402273,1,0.4760668983558747,2,1,1,0.5320248535530752,0,0.8200511832257315,1,1
303,0.6906910128301849,1,1.3997076872536116,1,0.6677186672601612,3,5,1,0.4232201058764511,1,0.962214527036496,0,1
488,0.8037435466804774,1,1.4785857973424923,0,1.0629834134552034,3,5,1,0.5440205234999126,1,1.1246881856386397,0,0
893,0.23330479088714767,1,1.5773238578540874,0,-0.49420813876576386,2,5,1,0.5027504053494902,0,0.7415811231800054,0,0
639,0.48345100732435653,0,1.4849136517313537,1,0.2753057550194723,4,6,1,0.4580640688045928,0,0.916484179913801,1,1
1713,0.9085143336683135,1,1.5250872131776392,0,0.3336662186438971,2,6,0,0.55084662810106,0,1.0914346147713454,0,1
1627,0.37269143002836425,1,1.5777120354140155,1,0.2371076184209578,1,1,0,0.42832542786660194,0,0.934556219857304,0,1
2090,0.5666944999676179,1,1.4259490017276797,1,1.1754047242878383,3,6,1,0.5122063230130697,0,1.059672445892999,0,0
625,0.9293696728224077,1,1.4487877056185154,0,0.49061942950695336,4,3,1,0.4613515725419507,0,1.1718027935529909,1,1
1960,1.2036088503886058,0,1.5453209047721184,1,0.750050029458958,3,5,1,0.32951430784550423,0,1.1571196975260476,0,0
1767,0.19630455458449608,1,1.7220304932995976,0,0.4369003717701059,1,5,0,0.4050997673076406,0,0.9600216909619447,1,0
1804,0.41205171041499933,1,1.538352182687055,1,0.8582400293563739,2,2,1,0.5385246579545163,1,0.5989765862048855,0,0
919,0.1446228642654595,1,1.5582046048394886,1,0.7373325224047123,3,4,1,0.508833677421144,0,0.7866522306415831,1,1
614,0.7819660257347826,1,1.4270679010577454,1,-0.05151219039024557,2,4,1,0.39185578349914174,0,1.053439865046013,0,0
1739,0.4625059260267861,0,1.5288933012755423,1,0.7375996647435159,2,1,1,0.47195743723090144,1,1.1643656601022807,0,1
1538,0.12224984350452006,1,1.4045244585226246,0,0.9150291213844424,2,6,1,0.40599610611218195,0,1.1385194992042158,1,1
1749,0.40596948208545885,1,1.3386806162050067,1,0.46596914473529255,2,1,1,0.5494860612614427,1,1.0083966273014298,0,1
842,0.06371821403600503,0,1.7015500285074685,1,0.46915732560181744,1,5,1,0.4122562804340223,1,1.0649648136584333,0,1
627,0.5261052236477503,1,1.671178391159436,1,0.15434593747854425,2,5,1,0.4647703782594138,0,0.8990454004148822,0,1
1057,0.37037552847810307,0,1.4307815729235154,1,0.8122329019074742,2,4,1,0.38069181530762897,1,0.9211270713955357,0,1
635,0.38500187871841934,0,1.5256476576299216,0,0.6818035453831686,4,4,0,0.48541571748072276,1,1.08466515876497,0,0
1734,-0.05079153744482168,1,1.429475099861142,1,0.17883716961942514,2,1,1,0.3536511253954879,1,0.957526030614284,1,0
342,-0.2461143185989617,1,1.3885545563584532,1,0.42216321342279833,2,4,1,0.568730332697396,0,0.6536261753870485,1,1
56,0.04341109483966599,1,1.6456620802954163,0,0.004060532761609059,3,4,0,0.5072426649935207,1,0.8489395273361505,0,0
298,1.1874510252602029,1,1.3127399760198946,0,0.4599453899534051,3,3,1,0.5746638010661018,1,0.845845513948678,1,1
693,-0.07963402022725041,0,1.5061226169495343,1,-0.16486035097091234,2,5,1,0.4518581367857654,0,0.9246987866819228,0,1
307,0.4822869334230598,1,1.3756872764737729,0,0.5892034152391005,1,2,1,0.5429885284045924,1,0.9602977315979243,0,0
963,0.43565891624833497,1,1.4933130027497319,0,0.697880060850423,4,4,0,0.44327758217755103,0,0.6646076239831153,0,0
1271,-0.12640320327656562,1,1.593894581330134,0,-0.07168051046607649,1,4,0,0.41357180316236514,0,0.6784619199732406,1,0
820,-0.07299443471064382,0,1.2840577225482754,0,0.3830183955233899,1,1,0,0.6147701127835411,0,1.0062881897818918,0,0
208,1.028556827307129,0,1.3328960752093821,1,0.4829146366704361,4,3,1,0.5704689837746875,0,0.5670194582737795,1,0
1522,1.3263019356087802,1,1.4485360568586088,1,0.7308705270084876,3,4,0,0.5762825292919651,1,0.7565993882310101,1,0
287,0.1402393509021893,0,1.4249105581559274,1,0.056109179819918975,2,5,0,0.4656129362708685,0,1.0573080279511111,1,1
1893,0.5585890620731503,1,1.4928877380062562,0,0.5478549481707549,2,2,0,0.5686547675137105,1,1.1938665471713075,0,0
1650,1.1492298447974154,0,1.6752768429204135,0,1.133510248834331,1,5,0,0.6305229577838797,0,0.9100980057257104,0,1
679,0.5207555874325698,1,1.3430586217596352,1,0.039223105254218626,2,1,1,0.4367120388708694,1,0.8831787892466495,0,0
329,0.9369758878674137,1,1.4642243697224586,1,1.2377480171644373,1,3,1,0.4699648394799886,1,1.0539879688976985,0,1
1781,0.7763615423331867,0,1.7111522729710662,1,0.3114558675619651,2,6,1,0.44606173119452064,1,1.1188810991578633,1,1
1786,0.28679536353826757,0,1.6049747766004714,1,0.33183217663880893,4,2,1,0.44152805193299655,1,0.6866795260204086,0,0
693,-0.04840304669228135,0,1.458692785014267,0,0.8581227120105432,4,6,1,0.4876173552085229,0,0.860496836989216,1,0
2167,0.7628961983077123,1,1.526685941496127,1,-0.2384665711299664,3,5,0,0.3828748773654404,1,0.708135850300045,0,0
2336,0.047523649916913324,1,1.4605686067410513,0,0.3550446272236781,1,5,1,0.38902852319146913,1,0.9539654155540261,0,1
1899,0.8721265465690367,1,1.4635692068548227,0,0.9490317558406134,2,2,0,0.6048783027249458,1,0.8064247185332547,0,1
1736,0.36081752766869124,1,1.5925159556796045,0,1.2355057345664235,1,5,0,0.36398587270048577,0,0.7973539796343316,1,1
1555,0.20256955515373753,1,1.5636547206679445,1,0.34321357716798173,1,4,1,0.4365840646948354,0,1.0777702752288876,1,1
1319,0.0549669055272638,0,1.6141266218462291,0,0.4072835063388678,1,2,1,0.47264271775749417,1,0.6416109734820106,0,1
1577,0.5525313688433351,0,1.561636566834084,1,1.219153453390827,3,3,0,0.573860740188038,0,1.013243758105988,1,0
971,0.24039721906942674,0,1.5323745304151208,1,-0.17258003119501442,4,4,1,0.38613363422223895,0,0.820335424019206,0,1
1103,0.8759211506163385,1,1.4902765929930817,1,0.14756070536866367,2,1,1,0.37122976453183526,1,0.9044281787947677,1,1
1511,0.33391322197638607,1,1.506113433278688,1,0.21309776125772995,4,4,1,0.5413162193677353,1,0.7492176247456127,1,0
423,0.417616187755504,0,1.2497427373593597,1,0.20072285995197853,1,5,1,0.5813480749904975,1,0.9865072285616214,0,0
90,0.05802125720880219,1,1.6428166620244613,0,0.6766452535847325,2,3,1,0.6360716225062505,1,0.7897930894081066,1,1
1581,1.1079006820362436,0,1.5946555111811105,1,-0.3287597135620761,2,2,0,0.494672793952936,1,0.8761057364841018,1,0
600,0.5704000985635739,0,1.4510559885930534,0,0.2602277295423767,1,2,0,0.5750041548705759,0,1.1497764829541364,0,1
641,0.1090846106008761,0,1.4517161586557736,0,0.4360252951950762,1,1,1,0.4955906624707304,1,1.1298718411518596,0,1
804,1.1499183155168256,0,1.5481848649758556,0,1.0423175968541267,3,4,1,0.479339309749381,1,0.9818470308446272,1,0
367,0.036859625537357665,1,1.3575140630482732,1,0.17032453698862177,3,2,1,0.408292939311848,1,0.9580684139086754,0,0
557,0.6005046208763383,0,1.5520842499968834,1,0.2736177322913659,4,3,0,0.4749472869906566,0,0.623861583497245,0,1
707,0.568457752306729,0,1.5003851680043454,1,-0.41067897922994256,1,3,1,0.37618210755687737,0,0.6055392281952146,0,0
304,-0.041661301662357486,0,1.5905908684748458,1,0.767537919997253,1,1,0,0.4379259262947606,1,0.8279347821543438,0,0
765,0.9330391370892601,1,1.4865630585350142,0,-0.44835895246246316,1,6,0,0.45589977115405816,1,0.9272381702375702,0,1
684,0.3713172067734505,0,1.5736967951809375,1,0.6096288815926854,2,3,1,0.700021968246251,1,0.9112495346107988,1,1
1794,0.571521904377611,1,1.530221843688799,0,0.5767952676404343,2,4,1,0.46555635457366096,0,0.8290928028599875,1,0
660,0.8216640795642514,0,1.4609729700132201,1,-0.18564492274653033,2,4,0,0.4849486606312336,1,1.083685783926742,1,1
521,0.51248179312595,0,1.3990571428952847,0,0.26657609696811846,4,4,0,0.523451019288792,0,0.595927645272057,1,1
289,0.964593273134892,0,1.466657961661875,1,1.2436764126609856,1,5,0,0.39649272686769993,0,1.3012673336226144,1,0
1699,0.08773325614541672,0,1.3211262965065642,0,0.45359585692588,3,2,0,0.5182385151933441,0,1.1484181984245,0,1
1616,0.5214577432407329,0,1.505184608568641,0,0.1278996260154348,4,6,1,0.43950486752034534,0,0.9735459434361259,1,0
1055,0.6465471597039341,0,1.5885593953908799,0,0.4143963099865367,4,6,0,0.45774487448657813,0,1.191547283735192,1,0
1827,0.6289862693676458,0,1.5362186000117235,0,0.3193470251175515,2,1,1,0.47728211816270083,0,0.5481698771564406,1,0
2185,1.086752884404408,1,1.451651710243983,0,0.050773187131317676,2,6,0,0.5586964465999188,0,1.1426493913548528,0,0
