Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
1914,0.5670333392234351,0,1.3841312404369785,1,0.6639863849309608,2,6,1,0.36687208592009546,1,0.9726047825998261,0,1
1763,0.12434941535653177,1,1.4683398604231739,1,1.077582328506772,2,4,1,0.3698407738890907,0,1.1142671614881492,1,0
117,0.22498015925458115,1,1.4795173123189376,1,0.5926962390488996,2,4,1,0.4255022389964521,0,1.053242154191581,0,0
1902,0.5159564021139673,0,1.5202899117475253,0,0.15937145964366012,1,4,0,0.47646971672574717,1,0.7952377067490453,1,1
1835,0.06276702302772835,0,1.2979166113377492,0,0.7165575105382251,4,3,1,0.5141764355154491,0,0.7164048576447236,0,0
964,0.32727151469499377,1,1.5187843756840318,1,0.2912440155329604,1,2,0,0.5361378819981008,1,1.1475759396167518,1,1
1532,-0.792342180729902,1,1.493215983829986,0,1.2254923545109069,2,4,1,0.4289471655616195,0,0.9127183404543446,0,0
1251,0.018449551508269157,1,1.589228533901788,1,1.1116242938430663,2,5,1,0.3773977832294194,1,1.0025841845260604,0,0
206,0.07728997353160111,1,1.4945365990981152,0,0.17416311609824897,2,1,0,0.5022311610359971,1,1.122029407155297,0,1
1441,0.9241829862933376,1,1.5122889309082717,0,0.8548617990488383,1,4,0,0.4845028093096239,0,1.1234371897467754,1,0
1777,0.2857171017246488,1,1.5594839896485622,1,0.9004090759964786,2,2,0,0.5431094304670291,1,0.9252292548547525,0,0
609,0.5194771347829396,1,1.7199700869987433,1,0.1213948327439035,3,1,0,0.4184811900216908,1,0.8808403073699835,0,0
2364,0.62559756591295,1,1.5720887892951911,0,1.5392861438455383,4,2,0,0.361837281049972,1,1.1670326638774302,1,1
1830,0.973261044567375,0,1.4870409677926353,0,0.2868454955385843,1,6,1,0.43573239505877126,1,0.7295441171362206,1,0
1143,0.5502098623681231,1,1.7786688739810403,0,1.049853763161137,1,5,1,0.5164228808532708,0,0.78067338051988,1,1
831,0.47617743897702014,1,1.5386437883982909,0,0.33529366275093575,3,6,0,0.5133431611736065,0,1.1648935213777318,1,1
1962,0.20954982163403746,1,1.4722587485903966,0,0.4550306185332046,2,1,1,0.4955529874890533,1,1.0334971909249169,1,0
301,0.8353428680356119,0,1.4508124206676054,0,0.8711747040207323,4,5,1,0.5302935648551063,1,0.9835840420853788,0,1
1276,0.039517108961432734,0,1.3693082278188478,1,0.5801336730798126,3,2,1,0.42009042094531474,1,1.1878747589230851,1,0
65,0.8891105066568461,1,1.4624204805057381,1,0.08925032979110958,2,1,1,0.3547505303386397,0,1.2061203925669028,1,0
903,-0.5996765641683008,0,1.4190137059452992,0,0.42752842760681514,3,5,0,0.4417881570151994,1,0.9661009601888093,1,0
