chimpanzee,age,sex,hammer,nuts_opened,seconds,help
9,3,m,G,56,40.22862936145356,N
2,7,m,G,59,82.91494176015188,N
4,9,m,G,31,50.61122465388783,N
2,12,f,G,27,37.13128624977965,N
19,5,m,G,33,60.6727746360176,N
2,16,m,G,55,43.762298500067836,N
16,9,m,G,36,68.49470271610835,N
17,6,m,G,56,71.17038632860445,N
14,15,m,L,57,73.10125342545183,N
2,6,f,wood,76,71.74646811705988,N
14,8,m,G,27,61.01939464211257,y
13,7,m,G,22,59.64793749737519,N
14,13,m,G,40,87.93001549446365,N
7,15,m,wood,42,50.61492141374567,N
19,4,f,G,51,79.6529171882811,N
1,16,m,G,75,71.12892398181289,N
12,9,f,G,0,29.798775674555806,N
11,8,m,G,18,65.52538770307618,N
7,16,m,G,14,82.6082693525297,N
12,10,f,L,42,18.963984300195172,N
3,9,m,G,64,61.184725888460704,N
7,10,m,G,12,106.08383652691876,N
12,11,m,G,40,32.889507917076,y
20,9,m,G,12,71.71807907587566,N
11,13,m,G,24,52.44034433189198,N
17,3,f,G,25,33.00981001436415,N
11,7,m,G,26,46.13533767215365,N
11,11,m,G,46,70.0753086205621,N
4,11,m,G,52,54.53800373724165,N
13,15,f,G,57,68.28283889587142,N
18,16,f,G,74,96.43503493118081,N
11,7,m,G,40,91.75519657254236,N
2,6,f,G,9,89.77356427684161,N
21,5,m,G,0,46.64169896181717,y
3,15,m,L,13,75.5217467657344,N
16,9,f,G,1,101.81722792737062,N
8,11,f,wood,29,102.40079148691791,N
14,3,m,G,6,70.35698652156549,y
20,14,m,Q,77,68.18946640006003,N
11,13,m,G,44,56.885032813080294,N
7,9,m,G,77,48.378080612369075,N
22,10,f,G,63,75.54649633315277,N
15,16,m,G,72,86.90923010261675,N
22,12,f,G,25,70.43202480531643,y
6,11,m,G,66,90.2647652926895,N
16,7,m,G,10,9.483896488471885,N
2,14,m,G,53,66.92608079457021,N
1,6,m,G,41,58.529667925650976,N
20,8,m,G,74,78.73103100596744,N
1,11,m,G,6,45.71856712619061,N
1,6,m,G,50,78.81704909588339,N
6,3,m,G,15,95.41653943732099,N
21,16,m,G,36,73.42690848674766,y
2,8,f,wood,14,101.75654926526855,N
17,6,m,G,6,67.9523999588422,N
2,11,m,G,67,56.31609579114005,N
9,12,m,G,10,66.5572582676229,N
10,14,m,G,76,64.5199446581619,N
10,12,m,G,21,69.70015898724057,N
20,15,m,G,59,95.58765973329875,N
4,12,f,G,66,35.256997438581664,y
6,7,m,G,5,78.31672812929197,N
14,8,m,Q,35,90.16570855428425,N
7,16,m,G,67,109.4229475191955,y
1,14,f,G,29,37.88676273877523,y
22,5,m,G,18,61.614441119602795,y
5,13,f,G,21,64.55361458230799,N
10,14,m,G,21,110.03307065400391,N
19,12,m,G,48,68.96276307280446,y
4,4,m,G,60,35.36472159248363,N
15,7,m,G,60,68.16841990500804,N
4,10,f,G,1,47.830813821890544,N
21,15,m,G,47,49.53088108164027,N
18,12,m,G,12,90.91651795280757,N
22,4,m,G,67,61.49167019536574,N
8,13,m,G,22,51.44429872572115,N
22,3,m,G,22,32.416243904326016,N
21,4,f,G,59,83.64705306685661,N
3,15,f,G,2,40.5165445711509,N
6,8,m,G,17,69.25958160550468,N
5,3,m,G,16,52.78983213147002,N
3,9,m,G,30,94.64676553852794,N
13,14,m,L,55,57.87867292903959,N
2,6,m,wood,3,77.46278237522301,N
