rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof
34,no,46,female,more,1.8614568256674595,2.050079500590462,upper,yes,yes,289,218,39
142,no,53,male,more,1.5785797284399086,1.1359624075699395,lower,yes,yes,272,343,58
68,no,73,female,more,0.7663968829760454,1.4710056881884264,upper,yes,yes,267,439,14
350,no,42,male,more,1.3514359240425606,1.0766752765249445,lower,yes,yes,90,186,8
169,no,53,female,more,0.5236111667848868,1.0514764826132117,upper,yes,yes,257,488,68
282,no,60,male,more,1.3993791514894633,2.9240355591014344,upper,yes,yes,302,319,67
241,no,66,female,more,1.7051457071677385,0.5720750250516544,upper,yes,no,342,121,11
186,no,42,female,more,1.007375695491043,1.6904192657752126,upper,yes,no,211,143,80
405,no,51,female,more,0.7185326804727357,1.4937541217879358,upper,yes,yes,327,408,75
198,no,68,female,more,1.2227498934719703,0.4534042796545148,upper,yes,yes,358,470,32
28,yes,33,male,more,0.5332358661035894,2.1149971747407497,upper,no,yes,351,380,81
64,no,45,male,more,1.659589845788999,2.036565872154287,lower,yes,yes,224,212,48
23,no,36,male,more,1.6256394043793034,1.392245723985419,lower,yes,yes,6,325,14
217,no,41,male,more,1.0633139626607382,2.0090284239800167,lower,yes,yes,162,66,82
313,yes,50,male,single,0.8309896108185159,1.4490373077551344,lower,yes,no,46,8,12
239,no,66,male,more,1.528618952812689,1.9107082709084142,upper,yes,yes,333,275,85
366,no,66,male,more,1.5154834834444917,2.0017789545498066,upper,yes,yes,269,555,33
399,no,62,male,more,2.738107253949096,0.8487745995571466,upper,yes,yes,141,252,28
350,no,53,female,more,1.251565980094079,1.883505298312843,upper,yes,yes,46,466,72
398,no,66,male,more,1.785726321690506,1.2088768703212864,upper,yes,yes,37,486,89
82,no,40,female,more,0.9447880049799184,0.9439137003348664,upper,yes,yes,160,453,5
293,yes,49,male,more,0.8405155337042493,1.1307366156049052,upper,yes,yes,48,44,24
461,no,38,male,more,1.3554348275206372,0.8064619256847131,lower,no,yes,365,555,6
240,no,32,male,more,1.993503228360853,1.3824132059364531,lower,yes,yes,79,517,52
444,no,57,female,more,1.254790380261064,1.8137508207968058,upper,yes,no,230,128,68
441,no,33,male,more,1.434830505901537,1.02999072811648,lower,yes,yes,9,259,51
391,no,57,female,more,2.4785778063661854,1.8098203616758672,upper,yes,no,82,31,56
107,no,35,male,more,1.8000275332792466,0.6890871915296871,lower,yes,yes,47,78,94
128,no,41,male,more,0.7891096223134215,1.8705662431125338,upper,yes,yes,22,82,23
368,no,34,female,more,2.0135671469630427,1.5167975730930623,upper,yes,yes,20,426,13
293,no,41,male,more,2.712939849421569,1.277558716295374,upper,yes,yes,110,220,32
34,no,37,male,more,0.7502152745409612,0.6251137017235256,upper,yes,yes,176,271,90
413,yes,31,female,more,1.7477988313473933,2.120858609810143,upper,no,yes,245,231,50
101,yes,51,female,more,2.517167275106562,0.9986444511802715,upper,yes,yes,282,199,44
15,no,71,male,more,1.6152979892166344,0.7272264483601933,upper,yes,yes,241,236,10
6,no,34,female,more,1.51432494434369,2.355616837649837,upper,yes,yes,238,151,16
34,no,59,female,more,2.3828876931999208,1.5309455806830337,lower,yes,no,306,126,71
99,no,66,male,more,1.7185944641318163,0.4253466248772646,upper,no,yes,235,279,34
192,no,31,female,more,1.6114495091640593,1.1795092735244748,upper,yes,no,55,357,90
435,no,37,female,more,0.8046362546507763,1.2801763884900539,upper,yes,no,137,473,4
