ind,year,name,masfem,min,gender_mf,category,alldeaths,ndam,elapsedyrs,source,masfem_mturk,wind,ndam15
90,1993,Bonnie,6.156624541564922,932,1,3,1674,19960.812012460603,48.56298843120471,MWR,3.6391324941112786,108,61447
35,1988,Isaac,4.56796662458977,912,1,4,1717,39082.15385694638,22.83560173211047,MWR,1.0027548956857903,82,67192
52,1967,Debra,8.61863172718746,952,1,1,1096,47420.91064652377,28.89570175620384,MWR,0.8149367751324328,108,316
46,1966,Irene,4.624823407069323,984,0,4,1511,33009.10558910194,41.2788006475501,MWR,0.40064650723304895,161,35906
74,1981,Emily,8.837932300229944,958,1,1,157,17460.54569367078,39.48367793846222,MWR,2.8709811670745444,151,35888
19,1971,Cleo,5.434007293127081,915,0,1,1513,38097.594034451235,60.19038437840822,MWR,8.599027384400522,109,21057
29,2008,Dennis,-0.43188850571687887,999,1,1,797,31688.694011946896,38.18722157464095,MWR,5.175686147082754,118,51090
81,1998,Wilma,3.2471151276316155,966,0,3,1520,35134.15168585496,11.278789152974976,MWR,3.5078446092376163,130,20105
83,1983,Isabel,6.992024388506546,931,0,2,907,24276.83820865774,49.29066142101277,MWR,4.019258135929054,115,26439
76,1963,Isabel,7.450110357932758,964,1,4,1823,46195.481174733904,36.323107512538556,MWR,2.3167532979864496,186,6539
24,1968,Humberto,8.183814954342235,987,0,3,1236,24409.21162852622,27.925460818619317,MWR,0.8398544737829794,153,19453
46,2007,Isbell,5.325253135014974,923,1,5,1015,39828.93888144471,12.846697053649724,MWR,4.913095624618147,105,17945
80,1961,Able,7.873988654475898,930,0,3,673,47152.7573738116,6.505180938065905,MWR,-1.2746402661683511,148,32593
77,1984,Dora,12.388592514658924,968,1,5,1517,42252.239754393464,-3.013500520202527,MWR,7.790710630760132,130,85711
67,2010,Charley,6.735267141460154,913,0,4,640,36999.51726614612,52.45573222371153,MWR,3.0348969454338075,115,80736
38,1951,King,4.854618219620296,936,1,2,1556,37048.810850854185,38.699175739812524,MWR,6.931254473117731,189,70774
76,1958,Humberto,4.5509789775736404,988,1,4,1704,40517.38530062113,22.243734284734675,MWR,-0.5605665761350274,89,72501
4,1991,Camille,3.8987092247391724,969,0,1,21,38335.89019344322,55.30165578630063,MWR,1.1659973312250185,105,14946
15,1953,Belle,-1.9018620489466427,976,1,4,362,39214.12115897029,44.17471965574546,MWR,2.436101430850779,107,55048
34,1969,King,5.924209512254597,958,1,5,364,38061.398322044224,27.415774589261343,MWR,9.142477747957136,152,52292
31,2004,Bertha,2.69216878502099,963,1,3,1031,45537.455810801715,12.811389720863005,MWR,1.4586387234291718,172,7691
24,2000,Andrew,1.270675380306503,932,1,5,1621,35411.13828782112,10.997024383136107,MWR,0.3280060341768367,163,20329
89,2003,Cleo,7.134699748216791,931,1,4,1346,22752.148828004087,21.83595761455157,MWR,7.192885788343545,146,70134
59,1952,Fern,0.5497087546035919,951,0,1,1657,38143.96717550201,26.9325645246414,MWR,6.017314162293172,135,83333
72,1951,Alex,-2.9217400175521577,998,1,5,1111,50571.76481335997,13.56669452503963,MWR,1.0906958262901036,85,53250
45,1989,Jerry,4.971289984784382,998,1,4,529,26016.707739354126,30.100334969927584,MWR,3.031490677154606,122,4428
18,1957,Dora,5.489338676804658,952,0,5,1593,36639.713861639306,29.941758359741268,MWR,1.8153841337400007,131,15276
93,2000,Dolly,9.575414166755841,950,1,1,1023,60168.228788477776,17.82029895948548,MWR,1.5614099532986487,79,12825
41,1969,Gloria,1.7322659831556835,947,0,5,364,24172.990746256874,14.720042476449546,MWR,5.584256835945446,167,76145
52,1957,Ike,10.09328625681286,941,0,1,1487,30878.343619818934,20.050254845645078,MWR,2.9432004071361764,176,41371
15,2001,Bob,4.422301721109344,943,1,4,623,36309.54369718284,58.154900537161865,MWR,4.618431959242317,83,6405
87,1978,Frederic,3.665707000498812,972,1,2,555,45591.89348306514,28.716094578853944,MWR,6.89576834445389,115,5020
12,1990,Irene,7.51917386392722,915,0,3,298,41669.501632715925,4.174982080327652,MWR,3.112720198795455,139,67231
29,2006,Andrew,4.4611054461541055,942,1,2,1616,32354.563775072093,-24.069498219801574,MWR,7.906827484860397,188,86694
64,1996,Ivan,2.7848070905284,963,0,4,1104,29446.36688598733,63.69485267052039,MWR,4.765606485730132,187,75860
23,2008,Debra,6.434155869871093,947,1,1,414,31601.14157085374,31.027471148602533,MWR,7.029198332096087,133,25610
13,1960,Erin,1.7329384353209787,996,0,5,1251,55795.12642519276,3.303006866872092,MWR,2.105097968910949,96,13603
68,2005,Erin,8.398732739367507,995,0,4,1069,40256.743726868466,23.66946985370667,MWR,8.651392759330705,87,9489
76,2007,Danny,-0.14898160029745267,977,0,3,1014,55391.956459166526,58.55275592062204,MWR,2.788502236046635,76,39623
52,2000,Erin,1.1378950429557575,926,0,1,743,34777.985804048505,29.208153051917982,MWR,0.9694169606814755,142,53612
9,1997,Kate,7.289557596209321,939,0,3,297,41245.430972110364,15.507229370104525,MWR,-2.278912104369242,111,62638
29,1984,Florence,6.093091209118567,932,1,3,268,34715.1232295218,23.359948610250076,MWR,2.719051508748138,117,56683
37,2008,Bertha,4.621012590179048,922,1,2,645,50434.27458606517,33.65004634537096,MWR,2.5054823490094584,149,19665
68,1997,Able,4.764840913928532,940,1,3,1400,38256.44141167253,39.40351819911484,MWR,0.027478946364468904,112,40994
16,2004,Kate,6.299743782875915,990,0,4,549,34534.56073153954,30.11529174389159,MWR,5.034664993987657,89,68296
93,1956,Edna,2.672530516881788,952,0,3,221,56158.268492237235,33.75631712327452,MWR,3.9185354872166203,185,47753
36,2003,Cleo,9.540867112190583,961,0,1,1358,47857.72593802815,48.37913312686918,MWR,3.9994031441782707,94,71430
66,1970,Lili,6.742587671929223,975,1,4,564,69342.99634222039,24.49166407358896,MWR,7.710892706254285,98,43285
10,1987,Babe,3.5057892829447477,980,1,3,1687,29598.621572708187,45.773199852817434,MWR,3.8024095252665013,170,36452
0,1968,Ethel,3.6144083203589865,945,0,2,1142,38070.33558040715,12.542836376467697,MWR,0.259252242320656,79,43038
63,1974,Barbara,5.228819186602845,992,0,3,469,35017.0966923257,46.93346190801116,MWR,6.034926068371716,127,79164
88,1990,Dolly,2.9329244378477886,913,1,5,1824,41382.468795288405,-21.010491191401698,MWR,0.2782572581055258,96,25129
41,2004,Andrew,9.098297066432096,941,1,1,1309,66300.80030221317,4.960430728174476,MWR,8.98203670972907,116,69191
64,1989,Helene,6.581031598648977,937,1,5,1676,26957.341043482407,39.16946321738692,MWR,0.07572490236812524,146,16419
52,1952,Connie,5.26428299327142,909,0,5,761,48237.71149559993,51.06087317953335,MWR,1.6989418077992138,137,52977
20,1995,Gustav,2.723664917783201,980,1,5,1515,29882.915022601745,16.075666592875443,MWR,3.7851936760320926,76,24314
3,1967,Charley,4.161186039187442,984,0,1,1217,39810.04499399811,17.02716657147531,MWR,9.025306686756373,153,20017
35,1959,King,-0.468177014453218,1002,0,5,161,32673.029610371916,61.68639135914845,MWR,6.342402497084043,186,34985
46,1962,Katrina,3.1335314724735834,970,0,5,1104,54455.97450548466,50.47164697131808,uri,3.6132713042710987,117,59215
71,1977,Irene,5.3908990026363615,942,0,2,874,44146.30107164092,21.46093751906286,MWR,-0.3288248997638039,134,71637
93,1952,Andrew,2.22184833652059,934,1,2,919,61393.634959375675,45.948199647527886,MWR,2.266751768109778,116,84917
29,2002,Floyd,2.937548240642238,962,1,5,405,21642.45430452321,23.5740362520784,MWR,0.9599165727381527,137,63216
