tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop
Anterior,NMNH225029,7,6,19.612906803834314,23.310502362436512,0.8519203463038537,Homo sapiens,Chucki
Posterior,IPHA.2,9,8,19.991303642199497,11.172305007701592,0.5824626932026179,Homo sapiens,Afalou
Anterior,NMNH380466,5,2,27.28210265660255,17.48678373234808,1.2804610034242068,Homo sapiens,Australian aboriginie
Posterior,NMNH225032,4,9,17.047581948347393,9.574314653688248,1.0178030074446798,Homo sapiens,Chucki
Premolar,MH4765,1,6,38.994617253952285,24.5569724194577,-0.3270051182466541,Homo sapiens,Australian aboriginie
Premolar,MH22283,11,5,21.766698356799544,17.005196449115545,1.0187934913939798,Homo sapiens,Sami
Posterior,AMNH99.1/99,11,2,29.09756130911082,7.465991240187259,0.07007243199523772,Homo sapiens,Alaska
Posterior,BRK126107,1,7,44.9340360849654,14.48165472306378,0.5837146543471203,Homo sapiens,Native Californian
Posterior,NMNH344711,9,12,31.65759478785459,12.514075145949228,0.7277522568506921,Homo sapiens,Australian aboriginie
Anterior,BM1976.1426,5,10,27.606353171513593,6.939465492481499,0.769634179601837,Pongo,Borneo
Anterior,AMNH99.1/86-D,1,3,36.24062346019001,13.518877257985697,0.9395953015319566,Homo sapiens,Alaska
Anterior,UVS38,8,7,32.37596721680661,15.807113876443875,0.09210415234008729,Homo sapiens,Khoi-San
Anterior,NMNH225028,7,9,62.41155575893444,16.17796093684877,0.4981444618354256,Homo sapiens,Chucki
Anterior,IPHA.29,2,6,30.172179390877066,9.498353337919545,0.5367098611312973,Homo sapiens,Afalou
Posterior,BM1884.10.30.2,12,10,24.62463678810189,21.72852251508727,0.5662713493952747,Pongo,Borneo
Premolar,UCD2(2)b,1,10,39.034601392859244,11.150816898214867,0.7453696960246116,Homo sapiens,Native Californian
Anterior,HTB2027,5,13,32.42010003150631,15.723512435844906,0.4304260228193264,Pan,Ebolwa
Posterior,BM1976.1430,11,2,38.94152296975975,22.09451759506031,0.6788761247118514,Pongo,Borneo
Premolar,UVS62,2,12,33.935082515518914,12.466628317931955,0.5052427004910468,Homo sapiens,Khoi-San or bushman half-caste
