tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop
Anterior,NMNH225029,0,11,20.01695238951354,14.467305000137248,1.4165313909974087,Homo sapiens,Chucki
Posterior,IPHA.2,8,10,29.51632170147673,16.162103398159047,0.1618732065046648,Homo sapiens,Afalou
Anterior,NMNH380466,9,8,23.25909027028156,12.734704541229839,0.08295186493499712,Homo sapiens,Australian aboriginie
Posterior,NMNH225032,2,13,43.793944786401184,12.46781892753602,0.875960337531748,Homo sapiens,Chucki
Premolar,MH4765,5,6,41.233606468173704,16.392519487780543,0.42731631792347113,Homo sapiens,Australian aboriginie
Premolar,MH22283,1,8,28.113239246048188,13.03909540825893,0.3457839037419562,Homo sapiens,Sami
Posterior,AMNH99.1/99,7,6,43.17105856411102,13.060475735230073,0.8069878491334507,Homo sapiens,Alaska
Posterior,BRK126107,6,2,20.118284495581207,17.936670155935545,0.9750051872460819,Homo sapiens,Native Californian
Posterior,NMNH344711,8,6,24.77255012770512,10.973501026884069,0.743934575892748,Homo sapiens,Australian aboriginie
Anterior,BM1976.1426,2,3,21.261121675982285,12.641070810005882,0.5764586912754049,Pongo,Borneo
Anterior,AMNH99.1/86-D,8,10,24.4578627295075,15.12840026305363,0.4609146860476025,Homo sapiens,Alaska
Anterior,UVS38,5,14,26.31104750758724,19.89703313669103,0.5513498238222114,Homo sapiens,Khoi-San
Anterior,NMNH225028,7,7,36.14829281794158,17.614570638667193,-0.11831001181772072,Homo sapiens,Chucki
Anterior,IPHA.29,2,12,33.88315615226713,10.42497887165112,0.5832826781228241,Homo sapiens,Afalou
Posterior,BM1884.10.30.2,9,6,41.47541350734025,14.797287116468624,1.149213825422375,Pongo,Borneo
Premolar,UCD2(2)b,10,9,23.48117326087625,23.368880718118646,0.7364261451304033,Homo sapiens,Native Californian
Anterior,HTB2027,6,12,7.967499253635818,16.60215230119534,1.0983728763564025,Pan,Ebolwa
Posterior,BM1976.1430,6,3,48.08830774022987,13.183900786494153,0.6280996508629415,Pongo,Borneo
Premolar,UVS62,10,2,32.88174868779483,13.311854792561004,0.10627813096190575,Homo sapiens,Khoi-San or bushman half-caste
Anterior,HTB3412,8,13,18.998628386471083,15.188711522959128,0.7267971850585757,Pan,West Africa
