uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed
5507df65-d963-43c6-9e0d-a8c375c02b6c,2-1,0,474866,820917,136210,299,-0.13109663189705134,405,32.03983714437729,smartphone,0.9301400082320186,postdoctoral,0.7326641821257407,Spanish,0.5970695947911255,0.22436507392016053,N,0.20985043272417303,45108.90501209388
8672882e-46f5-44a6-ac35-bfedb6323e69,2-2,0,622038,270169,129891,143,0.029195355203155693,314,29.014890343151826,desktop,1.4685012480727042,graduate school,1.3480030455836438,English,0.6310632172188047,0.8667127954659462,Y,-0.03554281017888883,43433.41379756544
722b0462-7e9e-4278-8d36-9495f6928afb,3-1,0,287129,322692,27889,181,0.5284972723195437,1330,36.075937146251974,laptop,2.0794497917520256,college,1.1930277301029262,English,0.6215457181013385,0.5096703006081181,Y,1.5705694419509446,45477.761785586816
6fd65cf5-962a-4227-b24b-b2ef6f590a96,2-2,0,95009,960114,135632,216,0.356497521859794,1250,33.71211760204013,desktop,1.4504537566658884,college,1.2276539653493763,English,0.4711306165901407,0.3989432527052512,Y,1.7092181542655633,41723.494984867844
a8a7b6f7-3663-43c9-a149-88a058e52ccf,3-2,1,453738,183884,55717,129,0.5322028319375091,515,38.432687936605774,desktop,1.6136008451565929,college,0.4438731907350859,English,0.2315551799148794,0.4401085097574489,Y,0.9727903470208497,42497.551461595714
dc6fe456-3569-43f2-b793-afaf3225c316,1-2,0,749063,252650,135093,124,0.5538529238481991,1042,11.900539182020282,laptop,1.522147612316063,high school,0.12143826562678706,English,0.5606665362025541,-0.31615217623721625,Y,1.9365373016495653,45252.41426345806
2e1d768a-de6d-4d56-ba2d-acc494ec8687,2-1,1,625452,426758,64958,190,0.6077173654243847,810,32.33418425173954,laptop,1.3387618337638945,college,0.47525899736718646,English,0.42294625926617174,0.5032447009585269,Y,3.61384484740336,47409.41615098792
80377a90-a6d3-4092-ad16-1615a6f024b2,1-1,0,674351,434990,107848,120,0.47569815021233286,1119,48.564895000868304,smartphone,1.0016878010286199,high school,0.23811700525688584,English,0.18719357487407673,0.6529986903540808,Y,3.4242767538292425,45298.48627362936
20707557-d86f-471c-bd39-ce12b5d290c3,3-1,0,549988,463416,47895,355,0.6828150302205545,543,52.55039846564742,laptop,1.678435208761126,college,1.880284951166407,English,0.7092089113254031,1.170435417249168,Y,0.4345452488465684,43289.46039533938
9783faf6-c2f5-4343-a86d-f6312c95f762,1-1,0,89351,211555,38305,235,0.6129475841414377,1287,28.293208270308444,laptop,1.0937766907056385,graduate school,1.4406719590534043,English,0.3779610565842635,0.3507312354972984,Y,0.9339149427931789,42733.39133518984
d77f1a0e-29fe-4341-9629-55666d082f4b,3-1,1,523481,405544,107295,228,0.42963666616205143,562,58.97646292669165,desktop,0.7678572468505552,college,1.107070330031166,English,0.6687812897382777,-0.35074213839304735,Y,1.2120081213740441,42669.011842814485
08e0c3b1-652b-4be1-b8fb-e30789efca15,1-1,0,686108,352625,126991,257,0.6518660413812543,1083,17.576248147629208,laptop,0.8946200953456999,graduate school,1.5001570236037831,English,0.16029389064534744,0.5036859051531617,Y,1.204084364903458,45934.803226170894
ad72ff21-0001-4c71-9657-91f0af317112,2-1,1,277222,468088,68706,201,0.6503519724679352,1238,49.52175742569848,desktop,1.3359112482999325,graduate school,1.1312718391339118,Other,0.5957579580488751,0.986133404591676,N,1.3114757680086169,44437.704614503695
4bf638b5-36b4-4b87-977c-dbb48a337da5,2-2,1,319963,360009,9842,373,0.5684391392089084,813,58.03498222639483,laptop,1.0785474822672256,high school,1.074096416107584,German,0.3212576531826039,0.6112116183835249,N,0.27979288664629065,43824.320780871705
f0cad925-aff5-4a6c-a8f2-4a0eaeaa248c,2-2,1,822749,450555,160,320,0.20944535107147444,552,30.900882275226042,desktop,2.058520698668911,college,1.2064347692996202,English,0.4880511410866231,-0.15959307290603042,Y,2.3240865993624316,41332.12423813967
9ad793c8-00ee-4105-85c4-5e9513b219b5,2-1,0,521419,797605,102683,261,0.35601881839500726,1437,23.99706574484017,desktop,-0.2194988244303664,college,0.7572666559897516,English,0.6657800419237592,0.3461029712955488,Y,2.1381068639152185,38331.49370890055
f5c14e8b-4996-4b12-b844-3d5e0f8548e1,3-2,0,772505,327384,38182,200,0.7311934022787399,402,26.476857619338226,laptop,0.4036201422203769,college,0.972977964143384,English,0.3100629743368765,0.6776270309108695,Y,0.31152040642275547,45703.06793919979
7c73f8eb-7012-45e2-b6ad-2197ba40b925,2-2,1,938301,851265,118771,294,0.5569090046611113,1094,41.162189398594556,desktop,1.8400822631105034,college,0.9658339127817719,English,0.23276391891820564,-0.10077102678786354,Y,1.5461317642682546,44703.270519061254
5fc65dc4-1722-4f54-bd65-720c734f2d00,3-1,1,881558,295544,94077,234,0.40354114833767274,1118,62.569904166980194,laptop,1.1315867765619534,graduate school,1.3205156300810859,Russian,0.27647348109652164,0.27018896273058557,N,0.6519919629667597,42459.52050764998
ea2dec1b-93f0-4fdf-abd2-49c6087d3b5b,1-1,1,998206,74520,85749,369,0.49166470481756985,551,50.32154935994183,laptop,0.9679702288475528,college,1.9143562362799145,English,0.5261912550229104,0.3847471092808312,Y,0.9484205661417382,46177.18516130251
790f5896-c569-4e73-b88b-b931b27dc799,1-2,0,556856,594492,36263,234,0.5111302285646655,1347,43.57178326410049,smartphone,1.050396418165269,high school,1.068372540881831,Dutch,0.42454105543249354,0.08138189430066756,N,1.560074880254139,46829.61601520875
2e174514-6907-4570-ab73-1d42a3521a95,1-2,0,562342,496553,75849,292,0.35248728033109344,370,40.20758471811405,laptop,1.798654757589881,graduate school,1.131993922341683,Finnish,0.4083701541211777,1.1738491820952062,N,2.815499604701091,44564.26452111218
0111fc3b-685f-4756-9692-67ace3297314,2-2,1,730318,96886,90449,239,0.12145972640898306,1411,55.41879706965471,desktop,0.5850973456525033,college,0.9980266316506247,English,0.7129842787387505,0.38286276972447064,Y,2.5258685516091783,39143.26202635674
e8229c81-5d49-4981-abd0-3f3478f9567f,1-2,0,283823,11405,44476,248,0.4675925078257785,1377,44.91472552291924,,1.8675287996345995,,0.2445667511920523,,0.35892315718586254,0.3890052643710803,,2.3627471490162835,44481.11820127897
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,3-1,0,470432,982790,27460,112,0.23838674735174076,676,13.41263952631705,desktop,1.4128430022442435,college,1.3784622082243512,English,0.6111315969309588,0.9520247252976148,Y,0.9208918295991918,43429.93979196175
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,3-1,1,841978,497352,4010,147,0.46830380303232805,740,32.628527951153934,laptop,0.5304655442342352,high school,1.7064750298632303,English,0.6130799877844386,0.9505753572968594,Y,1.7777205192315297,41880.45030705196
6e1bdd21-d51f-4497-a684-654edc44a6c9,2-1,1,249933,131135,5308,252,0.37000936654261096,707,38.393091810944895,laptop,1.0444159095578045,graduate school,1.4236014033782762,French,0.6073509169340884,0.21045979060914227,N,1.6531102617800348,41105.44982236186
ffecc92e-4523-43bc-881f-86a60ec0cb05,3-2,1,226168,118001,90117,256,0.44241767308325775,1328,31.064316561774845,desktop,0.9010224739898707,graduate school,1.0774544602172647,English,0.593038936554821,0.11620018772930135,Y,1.3373173779279042,45397.209142829925
ce41ecb5-d3d6-467d-8d90-0da4db858b7c,2-2,0,26778,43803,61469,227,0.6174239822901472,1033,46.40766703918616,smartphone,1.5707666546425552,college,1.8770599274152764,English,0.5244709875761409,0.9037869179955709,Y,2.393498859661003,44727.06177806838
6111a8de-8e09-451b-b8a9-ff41d2c985e8,3-2,1,63503,374133,26986,270,0.6646785215328762,1356,28.378235530544448,laptop,1.4728236431882566,college,0.49973889224766477,English,0.5734850049987655,0.6775869853809833,Y,5.485720281751986,44072.26997344513
b8f4ca6e-e390-464a-8d7b-7e81fcf0227e,2-2,1,93792,545120,105,218,0.8345148735808845,1439,30.0317348160213,laptop,1.6836998375613137,college,1.0731183140107252,English,0.34805812243730555,0.3713766661088356,Y,3.0240633559024106,41710.571168236864
0fd5e38b-fd91-40c0-b154-d407eba53e1f,2-1,1,419965,205785,58186,146,0.9484690717829356,827,25.60457035135228,desktop,0.6880085463352653,graduate school,0.6972427913223271,English,0.48341852980978195,0.563311564050606,Y,2.2638872921589392,42969.78487083473
34604f27-94d7-4af3-9b8d-7c9fa836e7cb,1-1,1,297534,348719,33940,354,0.3788286509427499,848,27.32705261693258,laptop,1.6116118062156024,high school,1.4041454090131322,English,0.622790648281592,0.2137162114148931,Y,4.066166896685562,45640.478487150984
