rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating
5169,4,female,25.871288824750557,7.958887464891416,no,5,17,3,5
8605,1,female,16.76075683826382,10.101260268333203,yes,3,11,2,2
2125,10,male,21.57623795000798,9.946899014892285,yes,3,19,3,1
3137,5,male,39.71397808883188,9.210700259469949,yes,5,14,2,5
5354,5,female,25.638668082011634,6.394331730944883,yes,2,10,7,5
1322,0,female,19.187598192232375,10.457637441507995,no,3,18,5,3
2899,0,female,24.989323055642643,7.063009944742344,yes,4,14,6,2
5097,12,male,28.143745756726076,9.273788137006251,no,4,9,6,3
7535,9,female,6.591773993489717,8.336281643466352,no,2,12,2,2
7447,9,male,8.536607341276992,4.833962516512592,no,3,13,2,2
1465,4,female,22.64994792062478,0.2852765793066947,no,2,20,5,1
4989,6,female,15.572682141765636,5.884942515045189,no,4,19,1,4
7161,6,male,28.20988074366184,1.198878008571974,yes,5,11,4,2
415,2,male,26.5953106058746,9.895753471301486,yes,3,13,7,5
558,1,female,22.532879820102078,12.901141865044703,yes,3,15,2,3
5356,4,male,27.16858622402432,8.841192745070288,yes,2,16,6,3
7808,0,female,25.79086906306084,2.9657161880705765,yes,2,19,7,1
2596,12,male,-3.24231362760381,9.32189214782045,yes,2,12,7,4
1887,1,male,27.29521796813487,13.38805290867456,yes,4,15,1,2
4728,12,female,-0.11397296757908393,7.234631333677015,no,3,19,6,3
8062,11,female,4.070931297544023,4.1440483518261075,yes,2,9,1,3
3177,7,male,16.23183365404175,5.84744294346609,yes,1,12,5,3
5380,10,female,18.26430919178376,5.0322521037230254,yes,1,10,7,5
6136,10,male,14.312236094029526,5.05311953488291,yes,1,18,2,5
2540,9,male,16.335104766614204,2.3075742321924624,yes,4,19,1,1
8971,12,female,22.54147463102764,11.966206929213662,no,2,14,2,4
8466,10,male,6.697918804554137,11.08896538385175,yes,2,19,6,3
6474,3,male,22.171580946056338,-7.109483495675946,yes,5,14,7,1
98,5,female,22.775879358692773,13.608856363381813,yes,1,13,1,4
2322,5,female,19.516497555384493,8.054186200248067,no,1,17,6,3
3662,10,male,18.483985653661136,16.077516977612124,yes,4,20,1,5
3206,1,female,15.209643641395427,8.717303257516496,yes,4,20,6,2
139,3,male,8.621671799434376,10.102372608104588,yes,4,17,1,2
1949,10,female,27.634363384042715,10.339693595176023,yes,1,10,5,3
