ind,year,name,masfem,min,gender_mf,category,alldeaths,ndam,elapsedyrs,source,masfem_mturk,wind,ndam15
79,1970,Bonnie,6.289494080277839,934,0,5,1014,46760.24178049061,45.43914988623747,MWR,6.1752377225492605,167,17789
33,1988,Isaac,3.4117042688614907,988,0,1,183,31775.65401432454,-9.305300662924296,MWR,3.993155665583579,131,16348
54,1952,Debra,12.307849557041363,947,0,3,1322,46573.805075841476,31.516112900234766,MWR,3.5988617159407954,132,43415
57,2001,Irene,4.267600979381643,930,0,4,1571,45197.0261925589,49.62277161797863,MWR,6.519473430127411,176,63226
65,1982,Emily,5.106701031837505,939,0,5,478,22566.3998218695,15.12833856893269,MWR,6.837090085894326,118,88181
19,1973,Cleo,1.710694063930021,964,1,3,1560,25734.102152658983,21.998562079245303,MWR,1.1405121356632417,108,78172
40,1958,Dennis,4.633570021526789,951,0,4,287,48360.65425695939,48.692092745839105,MWR,-4.091787040934724,143,55211
30,1998,Wilma,3.8998561226149824,978,0,1,649,35989.8928696247,56.679783619838304,MWR,-4.2029132650281,167,80173
81,1996,Isabel,9.271308112227446,996,0,1,1438,29397.740585909425,-8.033000118354984,MWR,8.168742098052961,100,87191
86,1987,Isabel,2.8239741288490348,995,1,3,786,16460.832569034555,39.56126991668305,MWR,3.6178831348654787,119,7883
67,1990,Humberto,2.294983134184726,955,1,2,1772,21038.324947067973,59.057786332210775,MWR,2.0691086982321485,175,36460
61,2006,Isbell,6.412039953890263,961,1,2,1161,47829.62107824481,4.695266450132976,MWR,0.16185564262768715,124,67103
42,1967,Able,9.409038550974486,930,0,3,611,40015.95297198399,58.45832559590641,MWR,6.582649372927065,87,49658
43,1956,Dora,5.390148466214066,972,0,5,156,91307.94885518707,11.864025893418184,MWR,1.3636060246755752,142,71500
4,1994,Charley,2.2070507516194255,985,0,5,618,43755.16216913947,21.41251406181479,MWR,5.395298673913217,96,60551
64,2010,King,8.63795933400408,916,1,1,337,27741.869543530833,23.650778338759228,MWR,3.2723367393443756,168,58711
70,1976,Humberto,1.9345543057319001,934,1,5,673,24581.217086539356,21.25698510669154,MWR,3.0258266889995413,179,65956
7,1994,Camille,2.9526825184447496,965,0,2,1445,29005.13895319451,38.8882082438091,MWR,5.441227797318167,80,27505
15,1959,Belle,2.068628563695995,959,0,2,1247,42514.757597140124,44.83646717029208,MWR,1.9864074902011377,135,12193
32,1987,King,9.624407707969155,919,1,5,227,42599.21612405717,29.6907030273761,MWR,7.097742598911988,182,6666
81,1963,Bertha,5.036811400160164,999,1,4,1817,33449.38369806592,9.678587306965753,MWR,7.34212276991401,86,26546
1,1992,Andrew,0.437909087451934,958,1,4,340,49752.03254630466,25.68897789827225,MWR,-0.3313143649879251,137,5295
4,2007,Cleo,3.550576913673285,942,0,3,495,6292.678465730474,28.076864241865607,MWR,3.3891524904066723,142,47336
63,1977,Fern,3.0506741055622157,955,0,1,872,41212.95969284952,58.862108471224914,MWR,2.4835096953287943,186,26148
84,1978,Alex,4.0663651068360425,981,1,5,90,37559.64751727722,22.381452116722173,MWR,2.2428986680805103,147,54378
83,1978,Jerry,-0.08437866967748864,923,0,4,1450,32024.364882748585,40.5257249933424,MWR,5.000121609650514,159,14168
27,1999,Dora,4.895953656106098,910,1,4,1734,47204.666876571544,25.8205909901785,MWR,7.578205335208272,101,35338
43,2003,Dolly,2.5582535601097542,943,0,5,1719,41513.00014365125,64.68063267722289,MWR,4.4903203775338945,121,15706
16,2003,Gloria,4.493792834621837,997,0,3,1097,25755.05328775293,21.26501588457706,MWR,4.739445654442882,148,40072
38,1967,Ike,6.304471312004158,913,0,3,1531,34591.699078882826,33.055554223693,MWR,10.303604270418838,77,81651
3,2005,Bob,-0.33521173166508245,929,0,5,1596,1157.2422401388976,66.89859369798484,MWR,5.79771367844077,104,21594
72,1984,Frederic,3.6655265006841127,937,1,4,1142,18600.542310080356,25.19686584044625,MWR,4.435463477405977,103,6781
17,1975,Irene,5.901372390464061,996,1,4,1730,18252.097220251344,37.43721889422263,MWR,3.6637370349464575,108,44349
72,1973,Andrew,12.297821757990352,915,1,5,1239,5263.208267457245,55.00566432086519,MWR,2.3319335637722975,98,37095
28,1961,Ivan,3.218565418383572,922,1,3,977,38656.97940715229,46.185643033122794,MWR,4.309203909137427,186,53771
2,1967,Debra,9.749192763395085,928,0,5,1407,21637.519011974386,27.869318995974496,MWR,-0.45920144274543606,170,40593
71,1978,Erin,6.41460675412045,943,1,1,741,9759.061682781667,57.71582839075877,MWR,4.71660231665137,118,44670
42,1992,Erin,3.3024922446532976,982,0,4,927,49627.14913618796,35.03796708755403,MWR,3.4839862413529517,152,74078
61,1983,Danny,3.331664582439762,964,0,5,237,58542.93215547905,34.69031302328217,MWR,3.5514622110219225,80,65961
84,1979,Erin,6.361452529346648,961,0,4,536,20987.247952227826,18.99663664122103,MWR,2.166567226667401,140,66759
88,1983,Kate,5.600997048283561,996,1,4,1099,51229.95389228969,9.577827170538662,MWR,1.622185844194716,162,76141
91,1986,Florence,4.5867309369678475,985,0,1,80,44659.553504855205,4.982234983148317,MWR,5.164566487796266,87,81404
75,1967,Bertha,9.26554972432594,988,0,2,402,19734.614027463416,33.804852536470634,MWR,0.22509300231933516,127,14051
