rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating
1792,4,female,44.06733921159466,6.478669982259397,no,1,13,7,1
4037,1,female,24.83393357280893,17.448980793708806,yes,1,19,7,2
4477,4,male,29.155939427303394,9.432635148310972,yes,2,19,3,3
6219,6,male,10.585738342637894,12.919275740896836,yes,5,16,3,2
2233,11,female,25.587680273160544,9.85466953901647,yes,4,10,6,4
7747,8,female,18.43015655273994,-0.9155716041308573,no,5,15,2,1
8004,10,female,20.129998641926456,1.13853561945378,yes,2,13,4,3
7462,10,male,8.123273784259505,10.690275378834327,no,4,9,6,5
6549,7,female,11.282057737760084,2.5061392583136897,no,1,18,6,4
4376,6,male,33.71051042863871,4.047321290752219,no,1,11,7,2
4619,1,female,10.450566830388134,-1.2929935413069842,no,2,13,4,4
8233,7,female,18.20991061186742,11.74248905297873,no,2,10,2,4
8506,1,male,24.328253240174156,12.942391153007046,yes,5,15,5,3
4841,0,male,35.62222883391513,3.7926341524181746,yes,4,11,7,4
1822,0,female,15.15511213087218,15.063964771505162,yes,1,20,4,2
2343,10,male,9.914198435743051,16.581246727939885,yes,3,14,2,5
5591,0,female,21.070816268567203,15.869236440422698,yes,4,10,6,5
6177,8,male,9.522302971418846,13.127938180067545,yes,4,11,2,5
7671,6,male,31.537904095014955,-2.587278939150597,yes,3,9,2,5
3604,11,female,16.573728082874176,14.800415308161215,no,2,13,2,2
8204,9,female,30.236863271205266,6.174221314042619,yes,5,20,6,4
8857,9,male,18.412195123484373,11.461439833358916,yes,5,15,7,5
5175,1,female,21.621271678488526,10.721921081052756,yes,2,20,4,2
5659,2,male,11.153354780425115,7.49032438581037,yes,5,9,3,4
2661,0,male,22.120027635200763,7.5114093150091445,yes,3,12,4,1
8306,1,female,13.47393757070705,5.026320937127812,no,3,17,1,1
3415,5,male,22.989843098049036,20.66685581955453,yes,2,18,5,1
2435,8,male,0.24883012272420046,6.978203592599188,yes,3,13,1,5
4618,2,female,13.309002598471267,10.773782397125904,yes,5,9,1,1
358,5,female,26.31212213457769,9.218945797196637,no,4,12,1,2
1286,0,male,17.022871363085113,15.10189499130715,yes,4,14,2,1
1076,6,female,29.463659571668146,11.817160348055488,yes,3,18,7,4
692,8,male,28.124452895964307,7.081330565284442,yes,4,14,1,1
3526,10,female,-6.604489305044005,3.9289902370032985,yes,1,11,3,5
2752,12,female,0.6862886185374819,9.207864351973647,yes,4,17,2,1
5189,5,male,20.699487964486007,6.317174955527349,yes,1,18,2,3
8131,8,female,6.917412044928982,-6.884283152125189,yes,4,14,4,5
5089,8,female,19.080412080078304,14.742583217633427,yes,5,12,4,2
7132,8,female,13.944718044327377,-1.371903118053977,yes,1,11,6,5
7115,3,female,14.221387527658633,5.82773857119655,no,1,15,1,1
3456,8,female,4.068366192857242,-1.2148294303305818,yes,2,10,4,5
636,12,male,27.95122065095627,3.943585288020179,yes,3,12,2,4
2290,3,female,41.0712292905347,3.612929962725428,no,1,20,1,5
8456,1,female,10.74050263795439,11.221416907231808,yes,2,9,6,2
2997,2,male,16.99423190063288,1.823174755074258,yes,5,10,2,1
2983,8,female,19.09946356320624,12.688092909302494,no,2,12,5,3
503,3,female,6.045008466801848,3.859876601235701,yes,2,13,1,4
8894,10,male,29.28261500063644,5.575443461746166,no,1,18,1,2
732,3,female,15.855286972669653,10.406067711308138,no,5,15,1,3
1605,4,female,28.693426084736593,7.650468761773663,yes,3,14,3,2
6853,12,male,24.757177790617895,11.337752867888817,yes,3,13,1,5
831,3,female,31.716761288869975,0.6758832526893999,yes,1,17,1,1
7549,11,female,5.555280666986764,17.279307374951564,yes,1,11,1,2
8881,0,female,14.58902689907369,8.823832766593423,yes,3,17,4,5
2295,1,male,22.18083178914727,-0.8310301288006627,yes,2,14,7,1
929,9,male,44.86494750566536,12.921857903131713,yes,1,15,4,5
101,8,female,18.059432101631483,7.088871475805175,no,2,20,6,1
4030,10,male,6.3783515223457155,1.4980791026400473,yes,4,20,5,5
3827,3,female,16.410082130424293,6.012551403872332,no,4,11,6,3
4115,7,female,26.688652749143913,5.788012557633154,no,1,14,4,4
7063,0,female,23.51301115772025,13.641283185884568,no,2,19,6,1
1451,2,female,16.29622531334336,12.600919434501906,yes,5,12,4,5
8338,12,female,20.360723068730422,8.136959151962113,yes,5,20,5,1
6610,11,male,17.473593561519152,-0.28319694975565124,yes,2,10,1,2
5208,0,female,37.47307490848704,8.234096854287559,yes,3,10,2,4
3762,3,female,23.163699811168126,8.07907096488883,yes,2,20,7,3
7973,2,male,23.144764413217686,4.967279440961416,yes,3,14,6,4
6596,12,female,23.10698904890675,13.317481224617946,yes,1,19,4,1
8114,0,male,11.699597572621732,13.76943739316905,yes,5,9,6,2
2088,2,female,23.880663579482203,18.897787965586577,yes,4,13,3,5
8400,10,male,11.325677066710098,8.387744383458145,yes,2,10,5,3
5314,0,male,26.856907244251122,7.774572140539016,no,4,16,3,5
3363,3,female,8.08953333836312,8.00878655100483,yes,4,9,5,5
4314,10,male,24.67031869513872,8.877361901951655,yes,2,20,7,4
6201,7,male,26.78668681420464,-2.190713995781227,no,1,10,2,5
2283,6,female,12.058931547010678,6.8427006875373255,yes,5,20,7,3
1522,1,male,24.550664443850216,0.42997808773818313,yes,5,13,3,4
5906,1,male,19.72636467021008,6.123971871206265,no,3,18,7,1
7865,8,male,31.235180941878948,5.004643797984551,yes,2,16,2,2
3080,7,female,8.732011621297012,0.8789008048565492,yes,3,14,6,4
8818,3,female,4.1468546599242835,6.067808360579441,no,4,15,1,1
5084,9,male,16.501675169714275,3.532156843626306,yes,4,15,6,2
146,2,female,10.050125993328173,0.5705085193862054,yes,5,10,5,5
6902,5,female,17.949991654852642,6.361971266395938,no,1,20,6,1
46,6,male,17.566622686907095,0.9441097152349514,no,2,19,4,1
6591,7,female,25.95118894350709,10.01156045884492,yes,3,20,4,5
1107,2,female,12.868090240179516,0.005447811671126068,yes,2,17,6,3
7850,4,male,12.12318301497015,20.39236009049738,no,3,11,3,4
7389,1,female,12.090919845808752,17.792265116064492,yes,1,10,3,4
8409,0,female,28.13555959622755,16.097244042627512,no,5,14,3,3
2528,8,male,23.149757298849725,12.122446067446322,yes,4,13,3,4
5693,6,female,20.5461667710988,2.8865323094961397,yes,5,17,7,5
4811,4,female,16.286943417839165,12.345393502589532,yes,4,14,2,4
1238,0,male,10.752651671062402,5.240028592272413,yes,5,11,3,2
3611,11,female,13.369374676114433,13.434157630244258,yes,3,19,7,5
1736,6,female,16.621627730078405,9.700272683269066,yes,3,9,1,2
516,5,female,14.20048585320271,7.569161801956558,no,2,19,4,4
6474,11,female,17.852878395580017,5.949575974481732,yes,5,9,3,4
2554,3,female,13.588020267550718,6.655623023969511,yes,1,14,6,2
220,11,male,15.391968850289,10.772235375947222,yes,1,16,4,2
2300,6,male,25.97719533845764,12.472063361375179,yes,4,14,3,5
6831,0,female,27.384388140619283,4.821974405951257,yes,5,19,5,2
312,0,male,23.960582083887406,11.939926472737104,yes,1,13,4,5
2289,1,male,19.77838141668236,4.650315987440681,no,5,17,2,5
2258,5,female,12.058266391421803,5.220221561272605,yes,4,9,2,5
1948,10,male,6.462620673836238,6.002585363947047,yes,2,12,4,1
4922,1,male,15.970752918267916,6.731197810104033,yes,2,9,4,1
354,4,female,17.589683917723804,5.196552867825554,no,5,15,2,3
3075,6,male,26.598688169016388,3.272914435580705,yes,2,12,7,1
991,9,female,33.7910874661839,5.2868907378509,no,4,15,4,4
3860,11,female,15.821579187000111,1.8804802777333336,yes,1,15,7,4
8014,4,male,12.753464837029284,11.927361155898463,no,5,12,1,2
8087,3,male,20.863339758525804,8.752893532773124,no,4,9,7,2
7230,9,male,20.605001493358724,6.086994657143489,yes,4,14,3,2
4735,5,female,28.3041406443214,7.71988041058939,no,3,14,1,4
725,2,female,8.3971322537806,6.094272134416866,yes,5,10,7,5
1721,6,female,5.049568154183765,6.448300322977403,yes,2,9,7,2
356,10,female,6.180736363084257,2.386738614999369,no,3,12,2,2
1520,12,female,21.936671615128926,10.097696297669758,yes,3,19,7,3
3866,1,female,19.99671240372814,8.857797796622826,yes,3,16,6,2
5941,11,male,9.37028965820732,4.095370831950245,yes,5,10,2,5
4007,0,male,27.63645399704283,10.525954245515962,yes,2,20,1,2
8755,2,male,5.6638981587617145,13.881669805358957,yes,2,12,4,2
1357,6,female,33.40899722574234,6.144766331837689,yes,5,10,3,2
1975,7,female,19.54692310578172,10.309748112065824,yes,4,13,3,2
855,8,male,31.346621274444356,3.060314216924197,yes,4,15,4,1
3026,1,female,21.41525991139209,-0.8703663789343814,yes,5,12,5,3
7197,8,male,11.263742575917288,3.3016630188521168,yes,4,10,2,2
8444,11,female,13.379217053665407,15.571089333659915,yes,4,17,2,1
1446,9,female,17.0454713703536,5.644687737501506,no,5,16,6,5
3022,7,male,24.201137411239,5.060710248767215,yes,1,14,4,1
3148,4,male,13.117970083322424,19.02597477008101,yes,2,14,5,1
909,3,male,25.501453294771096,0.792517946265197,yes,4,20,7,2
2645,3,female,17.959103834398817,2.8853350217730425,no,2,14,6,2
1925,10,male,5.925634305681202,11.49522603678719,yes,4,17,1,4
7494,7,male,18.394355206779956,-3.335221539246188,yes,2,15,5,4
53,9,female,35.36052817987152,5.85147996778593,no,4,10,7,4
4549,10,male,19.385896094349846,7.455199061056991,yes,4,12,5,3
798,4,male,16.761191534959824,-4.626281754640422,yes,1,14,5,2
2464,3,female,22.149892291320512,7.37708665100394,yes,2,10,2,2
7490,6,male,6.60015568442771,10.012414936127877,no,4,19,7,1
2184,1,male,14.339659288049639,11.79126586482381,no,2,20,3,4
3085,2,male,13.050700582271489,10.457571207414604,yes,3,20,1,2
6194,5,female,26.028180538888563,19.140325207601148,yes,3,18,1,2
4880,0,female,24.178793462663442,2.9327382196192806,yes,4,20,4,2
2535,8,male,21.95907103350533,-4.9454548463102,yes,5,17,1,2
219,11,female,16.03015692671478,12.182993053435968,yes,3,10,6,3
6783,1,female,29.12793393560908,2.27749652075494,yes,5,20,4,2
689,10,female,8.939264443717283,17.03488802422983,yes,1,17,5,5
1902,12,female,26.101507027578272,2.9157174332850397,yes,5,13,6,1
3595,9,male,15.982223986522264,-3.7813649243513225,yes,1,19,1,5
4716,11,male,27.58206017359621,5.71041650551631,no,1,16,1,5
3976,9,male,11.199085284552122,11.393990123134897,no,3,11,2,2
6204,3,female,19.8189024777412,-3.960458689014102,no,3,17,1,3
6054,12,male,17.588565421971992,4.915283120134243,yes,5,14,3,1
8795,5,female,7.402312135117262,2.3453956855421243,yes,5,12,1,5
111,1,male,27.875768595279876,13.38514599582424,no,4,19,4,4
4995,3,female,18.17983367350807,5.955454185539741,no,5,11,4,1
609,11,female,30.00142172184378,5.92914716141505,yes,4,12,2,4
526,9,female,20.822668675309334,4.316871749818907,yes,3,15,5,3
2313,12,female,33.32651921412402,8.60423422463219,no,1,18,5,1
1155,5,female,20.19532058359372,-1.0477106029079586,yes,3,13,5,4
4127,5,male,7.086401616700792,7.279715047649262,yes,2,14,3,1
1205,8,male,22.389098814998214,9.077394094815533,yes,2,20,2,4
8439,11,female,6.530414996913239,7.750108055039341,yes,2,12,7,1
6117,1,male,20.1728910054802,-0.393714139903552,no,4,11,5,3
3092,3,female,22.452363033064866,3.2714977109532004,no,5,10,4,1
815,9,female,18.41847142179065,-3.8509752423811747,yes,2,19,3,3
6286,12,female,6.874574466062487,10.515388080049691,no,1,12,5,5
3188,12,male,18.15449010627856,8.052894687600377,yes,4,18,1,2
7478,2,female,16.90877425970261,9.461030422691223,no,5,11,2,5
975,7,female,23.293887722717432,10.274002961197354,no,2,12,5,1
3910,7,male,14.221644709044934,-5.093070134209878,yes,4,15,6,1
398,7,female,12.360066287373348,7.23536946580178,yes,2,15,5,2
584,1,female,19.814415001698297,4.878481268059051,yes,1,20,2,3
1983,12,female,-0.937697630702715,7.837800871767401,yes,1,12,3,5
2854,1,male,16.908928225654414,11.74182742208124,yes,4,16,5,3
1977,8,male,30.774087157864095,4.710760716337363,no,1,13,6,5
403,9,male,21.825273842080126,4.12081936400265,yes,4,13,4,5
4011,6,female,27.020496194703114,6.557068151953437,yes,2,19,1,5
7539,2,female,13.975200099987777,7.848096032463962,no,4,10,7,4
7636,2,male,23.286681388046624,7.383926171972048,yes,1,16,6,4
4946,6,female,19.24903480607312,7.550721162274931,no,1,16,6,3
668,0,female,2.2290784704397417,8.542017729899559,no,3,19,1,4
724,2,male,12.947180765900105,11.735474218391087,yes,2,15,1,4
7881,0,male,15.322058931866309,18.010225959643986,yes,1,14,7,1
1995,0,female,20.600061872959245,12.134024075333235,no,3,20,3,4
1086,3,male,17.58040295139756,8.783955356154335,no,1,20,1,4
4041,3,female,23.23329904465518,7.77729696783844,no,3,10,7,4
6883,11,male,15.54197764282726,2.0945654437569523,yes,1,19,3,1
8386,4,male,6.757438097141781,2.7714836874565787,yes,2,20,1,1
1169,4,male,29.185231659177877,0.12177162761355298,yes,3,12,4,4
1743,0,female,27.577192636543685,1.2207373923008706,yes,1,17,5,4
6863,10,male,20.306110486035234,3.5829348474033473,no,4,13,5,1
821,11,male,31.8532674048988,4.592165607162582,no,3,14,1,5
4821,4,female,17.16852168016588,3.948634418086334,yes,5,20,6,1
